phantom 9, buco al centro 6cm
FREQUENCY SWEEP
baseline
13:07:59.275 -> 1169.95,1289.35,1178.79,1135.85,1067.32,1046.63,1041.93,1004.47,1030.34,964.30;
13:07:59.589 -> 1788.51,1718.25,1871.26,1606.65,1558.46,1479.88,1488.74,1441.14,1428.88,1359.16;
13:07:59.968 -> 3097.04,4230.51,3312.74,2640.32,2383.05,2321.99,2338.83,2286.91,2319.81,2081.80;
13:08:00.298 -> 2236.43,1983.59,2336.12,2123.97,1926.51,1866.00,1870.02,1807.22,1756.78,1678.32;
13:08:00.653 -> 1295.99,1461.04,1313.82,1178.10,1155.65,1102.82,1091.33,1065.30,1071.24,1006.47;
13:08:01.001 -> 1188.60,1336.40,1228.66,1184.89,1084.98,1047.16,1022.37,1002.36,992.17,951.09;
13:08:01.355 -> 3104.10,3584.04,3204.07,2816.00,2471.62,2389.15,2249.63,2268.66,2239.12,2083.69;
13:08:01.696 -> 3010.82,2696.32,3108.55,2824.52,2430.90,2423.40,2348.06,2275.33,2203.66,2102.18;
13:08:02.046 -> 2766.87,2574.16,2686.95,2286.00,2280.94,2160.31,2163.90,2025.37,2000.90,1847.87;
13:08:02.384 -> 1464.18,1375.03,1463.65,1451.05,1280.18,1254.12,1249.57,1201.44,1199.32,1151.68;
13:08:02.751 -> 1872.47,1734.15,1912.51,1762.04,1597.20,1540.27,1500.92,1447.85,1440.14,1346.16;
13:08:03.088 -> 2570.86,2309.02,2506.15,2452.40,2028.24,1980.23,1967.43,1853.32,1947.57,1754.91;
13:08:03.447 -> 3147.06,3160.47,3009.53,2547.87,2418.38,2277.71,2270.42,2114.14,2094.73,1920.02;
13:08:03.794 -> 2468.67,2799.13,2548.15,2086.45,1959.62,1912.49,1881.13,1807.34,1754.69,1662.61;
13:08:04.149 -> 1213.19,1146.61,1201.14,1091.84,1049.62,1010.19,1000.22,969.41,964.42,926.56;
13:08:04.496 -> 1020.96,1065.62,1032.09,1010.26,947.66,913.05,899.49,902.52,895.33,863.73;
13:08:04.851 -> 2089.51,2498.84,2111.16,1981.20,1706.12,1621.25,1599.57,1524.21,1601.33,1469.31;
13:08:05.167 -> 2244.00,2562.83,2395.24,2192.15,1895.41,1797.89,1774.05,1759.02,1763.87,1693.72;
13:08:05.501 -> 1795.51,1831.54,1848.56,1721.48,1565.37,1482.13,1459.69,1450.41,1409.07,1347.39;
13:08:05.853 -> 1242.75,1269.69,1270.89,1150.29,1101.24,1058.13,1053.42,1025.60,1022.72,985.19;
13:08:06.254 -> 1538.81,1627.59,1561.88,1496.91,1351.38,1311.97,1261.42,1223.52,1236.04,1178.93;
13:08:06.602 -> 2756.56,2451.54,2944.00,2737.41,2178.03,2045.52,2094.40,2038.24,2099.08,1958.62;
13:08:06.956 -> 3085.52,2759.64,2980.72,3065.10,2426.59,2255.37,2338.83,2249.34,2166.30,2027.43;
13:08:07.271 -> 3251.42,2818.96,3092.68,3109.79,2382.72,2359.34,2370.77,2269.33,2186.85,2154.73;
13:08:07.619 -> 1851.88,2046.06,1832.38,1656.15,1573.48,1519.63,1543.11,1493.79,1484.31,1417.33;
13:08:07.950 -> 1308.04,1450.34,1321.09,1265.98,1173.74,1100.98,1115.92,1071.40,1056.14,1000.78;
13:08:08.351 -> 2262.28,2367.38,2273.14,2088.71,1866.89,1773.84,1698.34,1615.53,1637.73,1478.22;
13:08:08.652 -> 3137.81,2694.19,2957.11,2983.48,2480.51,2319.85,2271.26,2104.63,2049.26,1825.17;
13:08:09.000 -> 2457.59,3071.41,2568.33,2231.29,2155.37,1980.23,1926.95,1801.05,1781.90,1622.40;
13:08:09.361 -> 1033.49,1162.83,1052.69,994.26,936.15,903.35,892.93,872.77,858.23,814.33;
13:08:09.731 -> 1365.08,1343.96,1403.49,1335.17,1212.28,1155.07,1106.78,1107.07,1104.55,1067.03;
13:08:10.079 -> 2756.08,3158.40,2957.49,2523.99,2359.73,2145.26,2158.38,2118.45,2065.61,2005.13;
13:08:10.408 -> 3054.11,3930.90,3347.98,2847.85,2566.04,2474.73,2229.60,2386.91,2323.31,2227.50;
13:08:10.772 -> 1991.28,1949.90,2134.36,2038.48,1772.12,1669.78,1618.38,1599.17,1579.64,1544.75;
13:08:11.130 -> 1578.50,1645.27,1669.77,1494.32,1423.41,1339.18,1326.76,1303.87,1285.54,1252.26;
13:08:11.177 -> END!

data
1486.44,1422.59,1542.39,1512.83,1310.14,1265.20,1251.40,1239.82,1211.05,1172.78;
2395.76,3241.53,2480.92,2437.91,2057.64,1925.26,1923.50,1853.32,1886.87,1785.44;
2366.34,3001.40,2395.24,2244.93,1947.01,1816.40,1760.70,1710.33,1748.07,1635.34;
2733.16,2647.51,2751.15,2734.08,2256.25,2047.28,2043.93,2023.40,2047.28,1903.29;
1314.10,1242.75,1305.93,1223.62,1158.91,1133.48,1089.84,1117.62,1112.73,1059.06;
1164.75,1224.74,1190.81,1185.21,1071.06,1037.75,1029.88,1001.91,1028.54,980.26;
1827.74,1707.47,1853.44,1619.89,1528.44,1535.66,1507.42,1449.69,1423.52,1383.64;
3073.90,2783.95,3323.55,3063.32,2548.49,2366.69,2410.81,2312.13,2268.78,2156.41;
2231.57,2034.94,2314.18,2086.38,1979.63,1866.00,1809.40,1830.07,1780.05,1724.66;
1324.36,1490.48,1326.50,1217.48,1154.91,1113.58,1093.00,1089.64,1065.39,1023.41;
1192.66,1197.83,1233.12,1093.65,1076.37,1039.70,1044.98,1005.32,977.05,950.23;
3274.53,4501.73,3262.30,2618.77,2541.12,2332.46,2384.99,2297.86,2237.50,2111.91;
2995.09,4072.95,3041.48,2913.01,2531.57,2422.55,2422.44,2239.49,2323.31,2127.51;
2633.92,2801.37,2816.88,2533.63,2157.08,2165.33,2068.23,1973.81,2007.17,1800.14;
1476.20,1392.60,1460.72,1465.37,1292.22,1247.80,1203.95,1217.79,1206.61,1146.04;
1966.98,1770.61,1957.28,1869.51,1561.67,1532.08,1526.69,1495.91,1452.13,1377.56;
2688.08,2297.65,2581.59,2517.78,2095.80,2038.15,1951.18,1922.29,1996.05,1793.62;
3109.84,4227.21,3017.83,3065.10,2436.41,2327.05,2185.75,2152.58,2131.62,1951.09;
2429.26,3235.11,2500.23,2394.20,1980.00,1907.24,1879.64,1825.21,1794.06,1704.34;
1210.25,1155.81,1234.44,1197.29,1049.62,1021.70,1008.91,996.01,1000.13,939.73;
1026.33,1107.92,1071.18,1013.70,950.33,934.88,932.06,901.31,911.26,865.85;
2059.68,1998.86,2200.04,1916.54,1723.80,1632.20,1578.15,1550.89,1545.84,1497.56;
2392.30,3049.52,2526.29,2216.46,1910.89,1811.33,1810.20,1747.38,1788.08,1703.45;
1831.25,1703.29,1936.12,1792.26,1589.89,1528.91,1505.33,1433.94,1432.91,1364.81;
1229.79,1299.67,1268.35,1146.19,1099.32,1053.52,1076.21,1013.95,1037.33,988.88;
1587.51,1726.05,1610.31,1396.11,1348.32,1300.80,1274.20,1264.72,1238.57,1178.05;
2714.46,3159.09,2890.94,2408.47,2208.49,2129.62,2211.94,2081.70,2006.01,1940.33;
3079.92,3268.36,3125.57,2742.35,2388.35,2359.34,2239.60,2242.36,2166.30,2106.00;
3148.49,2758.87,3321.11,2666.52,2454.49,2419.51,2400.33,2321.79,2280.45,2184.77;
1889.37,2271.63,1956.78,1768.05,1640.34,1547.56,1574.82,1541.44,1502.00,1448.44;
1339.65,1250.71,1320.07,1302.60,1151.17,1125.86,1091.65,1078.85,1076.78,1024.25;
2331.85,2028.84,2268.29,1950.36,1848.53,1725.18,1762.41,1692.93,1626.30,1529.34;
3109.84,3031.74,3199.46,2561.95,2423.34,2295.94,2266.24,2181.79,2023.49,1921.50;
2609.67,2417.65,2578.42,2404.59,2115.62,2011.97,1945.62,1896.45,1817.19,1673.38;
1062.50,1027.80,1051.35,967.79,943.59,904.66,883.51,861.94,865.12,825.44;
1373.80,1454.00,1404.96,1282.41,1231.29,1144.95,1119.49,1096.83,1128.07,1069.72;
2747.79,3845.85,3013.57,2540.34,2343.55,2121.72,2146.23,2078.54,2081.41,2038.01;
3193.85,2859.39,3188.86,3089.71,2627.54,2408.18,2381.23,2399.38,2358.76,2219.31;
2043.50,2165.95,2124.15,1883.85,1703.82,1678.95,1623.53,1584.35,1576.01,1543.01;
1588.12,1520.53,1647.97,1609.71,1423.86,1342.15,1296.87,1315.56,1281.20,1244.01;
END!


baseline
1354.87,1334.04,1415.50,1374.91,1237.39,1158.67,1181.10,1144.12,1138.27,1080.25;
1603.66,1900.12,1660.66,1601.73,1446.03,1378.43,1380.94,1335.23,1328.40,1293.53;
1312.63,1326.38,1383.38,1209.34,1168.32,1117.26,1093.15,1097.79,1059.97,1027.40;
1859.16,1778.25,1941.07,1805.98,1543.38,1518.34,1452.72,1431.79,1410.50,1391.05;
1238.76,1382.17,1258.21,1168.38,1105.11,1082.44,1067.41,1051.11,1043.18,1000.61;
1136.66,1193.74,1145.75,1129.59,1022.18,1003.72,1009.74,994.42,981.66,941.27;
1163.02,1293.19,1235.06,1096.85,1075.09,1038.76,1000.75,997.96,987.03,955.06;
1776.34,2084.75,1824.43,1689.77,1533.93,1444.04,1450.20,1415.29,1428.88,1345.85;
1453.42,1378.35,1504.74,1368.66,1302.68,1255.78,1254.73,1252.65,1239.47,1155.29;
1218.80,1212.84,1204.80,1106.49,1065.57,1037.69,1025.88,994.89,995.04,950.33;
1113.31,1060.53,1137.39,1045.89,995.20,958.40,944.86,927.56,917.94,880.70;
2023.44,1825.01,2011.10,1797.15,1705.76,1626.97,1629.08,1573.79,1584.87,1496.71;
1754.01,2038.14,1740.31,1618.21,1544.01,1484.48,1419.91,1409.73,1455.65,1348.94;
1802.14,1652.48,1772.36,1718.45,1514.83,1473.51,1475.67,1423.74,1396.34,1309.77;
1363.91,1539.83,1354.13,1292.26,1174.56,1145.74,1119.34,1124.24,1113.17,1050.10;
1756.70,1611.77,1705.05,1670.81,1475.25,1420.56,1371.90,1359.10,1346.29,1266.57;
1708.33,1585.05,1733.88,1589.64,1444.78,1443.84,1405.46,1409.31,1344.04,1291.29;
1783.94,2180.36,1822.23,1650.51,1534.78,1439.12,1437.71,1396.24,1373.98,1290.27;
1637.00,1718.25,1610.31,1575.45,1430.79,1366.30,1368.19,1281.85,1257.26,1219.63;
1172.70,1257.84,1158.23,1115.81,1036.69,988.02,982.59,959.76,955.66,900.07;
987.63,1026.07,1011.12,993.09,924.65,903.92,888.68,875.35,875.87,844.82;
1410.83,1632.88,1454.94,1277.80,1232.11,1166.97,1124.29,1142.82,1120.13,1086.03;
1318.34,1449.61,1401.36,1319.79,1179.81,1144.91,1119.49,1117.98,1114.83,1055.48;
1202.75,1360.65,1252.84,1231.35,1084.37,1041.24,1008.76,982.96,1010.37,960.67;
1136.66,1273.32,1161.72,1152.77,1042.49,973.00,981.43,948.09,958.69,923.82;
1545.77,1667.24,1512.48,1368.66,1298.02,1269.86,1216.85,1217.79,1217.74,1146.47;
1865.09,1710.41,1848.66,1657.49,1563.41,1500.46,1517.84,1478.83,1426.83,1409.38;
1788.51,1632.38,1843.72,1582.25,1490.20,1452.45,1438.67,1373.40,1394.83,1317.51;
2024.58,2361.99,2079.66,1747.81,1777.90,1652.00,1693.14,1616.01,1577.52,1518.38;
1710.81,1970.27,1739.50,1502.53,1466.68,1427.41,1457.47,1387.98,1370.80,1319.43;
1252.14,1340.78,1241.65,1214.75,1097.07,1066.62,1045.33,1014.13,998.91,974.47;
1505.93,1389.90,1517.68,1397.88,1272.89,1239.68,1221.59,1174.82,1143.88,1089.06;
1789.87,1754.41,1822.23,1732.13,1526.01,1439.12,1430.99,1387.73,1362.07,1269.77;
1731.15,1863.87,1661.23,1694.54,1509.29,1427.41,1405.19,1337.10,1317.37,1247.73;
1006.96,985.32,1021.75,972.58,899.13,867.14,857.88,840.48,831.15,786.66;
1255.97,1430.02,1301.94,1190.81,1114.27,1083.18,1033.01,1036.54,1034.83,993.67;
1800.22,1967.11,1901.59,1669.07,1550.76,1518.34,1519.09,1493.12,1508.80,1399.69;
1781.17,1858.95,1869.52,1645.28,1636.33,1568.62,1472.14,1444.87,1504.36,1428.44;
1368.12,1313.19,1424.82,1293.07,1240.36,1182.53,1173.83,1144.01,1147.40,1090.23;
1548.52,1496.18,1591.62,1550.54,1383.11,1291.45,1255.92,1266.95,1288.74,1204.96;
END!


dinamico buco al centro 6cm, altezza 3 cm, tacche ogni 0.5cm
0 0.5 1 1.5 2 2.5 3
1 2   3  4  5  6  7
13  12 11 10   9  8

120345670809 10 11 12 13 14
13:43:31.506 -> AD5933 Test Started!
13:43:31.560 -> Calibrated!
13:43:32.563 -> Acquisition starts in 1 second...
13:43:34.916 -> 0: 1160.83,1758.70,1667.59,1854.72,1057.92,1001.29,1443.08,2155.17,1679.03,1063.69,966.98,1923.16,1972.63,1709.14,1102.60,1346.78,1814.84,1892.87,1647.50,950.15,887.93,1500.68,1746.82,1399.64,979.69,1197.08,1876.78,2015.81,2059.01,1402.81,1014.91,1545.87,1832.51,1632.91,842.67,1071.65,1973.01,2215.57,1563.21,1237.48;
13:43:36.876 -> 1: 1167.98,1762.14,1641.07,1854.53,1066.80,1017.33,1461.32,2218.15,1717.41,1022.06,991.10,1887.02,1817.67,1550.43,1076.39,1279.51,1455.91,1451.68,1319.08,901.64,858.70,1098.78,1071.61,973.99,904.42,1161.57,1424.88,1345.12,1491.19,1289.38,983.45,1113.93,1292.52,1262.10,816.34,997.38,1392.84,1406.20,1119.32,1206.60;
13:43:38.879 -> 2: 1067.98,1264.00,1057.40,1384.37,1011.76,974.21,1027.69,1441.66,1253.92,948.21,929.94,1490.76,1331.11,1247.68,1016.40,1228.25,1283.43,1260.97,1183.68,897.16,853.29,1108.74,1134.42,1033.01,941.48,1204.99,1515.68,1424.96,1555.19,1281.50,985.63,1141.02,1340.76,1255.24,782.41,1025.86,1559.50,1631.88,1246.82,1240.17;
13:43:40.885 -> 3: 1094.56,1435.30,1253.28,1540.01,1035.29,974.42,1140.59,1647.33,1424.93,1002.65,916.17,1639.85,1576.51,1425.39,1059.42,1266.69,1444.74,1491.19,1363.04,897.16,873.33,1254.52,1330.99,1165.71,934.08,1168.48,1609.87,1601.27,1697.22,1338.77,962.48,1216.12,1476.61,1368.36,784.18,1041.67,1681.27,1743.53,1300.82,1217.81;
13:43:42.851 -> 4: 1130.51,1524.67,1343.54,1604.72,1032.62,999.02,1216.81,1748.77,1476.77,1004.69,921.17,1717.81,1619.57,1467.85,1054.99,1302.69,1548.49,1572.78,1446.67,923.58,853.37,1343.97,1460.43,1269.18,946.00,1165.72,1712.98,1799.15,1802.72,1346.68,970.30,1269.67,1391.77,1213.00,798.38,1012.11,1406.66,1410.15,1112.19,1210.77;
13:43:44.878 -> 5: 1078.21,1272.15,1057.55,1399.00,1015.08,967.15,992.68,1374.14,1231.11,957.68,898.93,1467.82,1335.87,1260.02,1031.31,1271.12,1313.42,1271.85,1204.79,897.62,856.52,1082.60,1068.00,978.21,904.13,1169.56,1408.72,1329.49,1481.71,1305.40,983.81,1155.49,1210.69,1262.63,795.68,982.48,1364.84,1357.49,1091.80,1184.05;
13:43:46.883 -> 6: 1078.21,1271.50,1061.78,1398.70,1015.07,962.94,1001.38,1373.20,1204.79,961.54,899.34,1472.32,1342.25,1261.94,1028.30,1250.69,1306.98,1300.82,1217.81,904.89,850.37,1093.45,1078.17,970.59,907.92,1164.59,1414.57,1339.90,1491.19,1299.27,967.12,1106.65,1296.34,1260.26,813.00,997.38,1391.53,1399.59,1109.81,1202.38;
13:43:48.837 -> 7: 1078.21,1279.37,1062.77,1390.79,1010.27,954.72,992.63,1360.13,1203.67,963.95,898.80,1444.74,1329.90,1267.50,1025.22,1265.02,1301.19,1273.74,1211.26,904.75,854.83,1083.40,1066.27,973.74,905.00,1169.05,1405.87,1326.67,1494.20,1288.05,975.52,1126.73,1290.93,1258.08,826.87,994.65,1408.28,1416.04,1112.19,1208.79;
13:43:50.843 -> 8: 1077.22,1265.67,1057.22,1390.61,1014.91,962.46,997.02,1378.77,1202.59,956.12,906.27,1449.48,1347.07,1258.84,1022.90,1264.38,1298.92,1284.68,1211.39,908.30,851.61,1083.39,1076.72,973.74,904.75,1164.59,1417.47,1338.60,1491.28,1288.01,983.29,1121.00,1286.63,1245.01,823.85,993.06,1397.54,1397.54,1116.39,1220.59;
13:43:52.866 -> 9: 1083.40,1279.06,1067.41,1381.22,1010.51,967.15,997.11,1380.55,1211.11,965.65,899.34,1470.10,1345.12,1260.02,1029.84,1264.72,1292.03,1294.05,1211.39,901.21,854.11,1082.79,1062.85,981.65,907.76,1157.71,1417.47,1329.49,1498.16,1296.68,979.18,1114.21,1292.03,1276.90,816.28,1000.04,1405.87,1416.04,1119.32,1213.00;
13:43:54.859 -> 10: 1073.07,1278.71,1062.00,1390.37,1015.04,967.15,997.07,1374.14,1211.26,961.76,919.12,1449.48,1346.49,1260.02,1035.26,1264.72,1298.92,1294.05,1217.93,904.83,869.68,1087.61,1072.97,977.69,907.41,1161.57,1418.85,1329.49,1491.19,1305.40,988.02,1125.33,1299.46,1255.61,810.34,1002.62,1387.34,1403.90,1127.58,1219.46;
13:43:56.863 -> 11: 1078.17,1278.71,1062.00,1398.70,1010.48,967.12,997.07,1356.77,1204.22,953.82,895.38,1449.48,1343.71,1253.28,1034.51,1257.67,1292.03,1294.33,1217.93,908.54,857.09,1087.36,1067.95,969.56,907.92,1161.57,1416.04,1323.10,1484.18,1306.69,983.45,1114.91,1337.94,1270.23,819.10,1000.76,1409.82,1411.37,1115.40,1224.82;
13:43:58.868 -> 12: 1067.98,1315.57,1061.78,1398.70,1006.01,975.45,992.68,1366.74,1211.26,961.76,899.34,1453.82,1354.47,1253.28,1034.51,1250.37,1306.43,1294.56,1211.39,904.98,857.09,1082.39,1067.95,982.21,903.96,1162.60,1435.30,1343.71,1472.35,1305.40,995.46,1125.83,1292.03,1270.23,816.04,1001.15,1411.40,1411.45,1117.54,1224.93;
13:44:00.871 -> 13: 1078.20,1279.64,1062.00,1398.70,1019.66,967.15,1001.45,1371.16,1231.11,965.65,899.34,1463.01,1342.25,1251.37,1030.58,1250.98,1291.50,1301.52,1211.39,916.04,850.37,1082.39,1062.96,977.69,904.13,1169.56,1414.57,1337.26,1474.78,1296.68,983.11,1101.67,1297.71,1260.26,810.60,994.62,1390.02,1395.80,1118.75,1202.38;
13:44:02.857 -> 14: 1083.39,1271.85,1071.87,1425.79,1015.07,971.29,997.07,1363.96,1211.26,961.96,903.32,1463.01,1335.87,1268.78,1029.84,1257.96,1314.03,1339.83,1204.91,904.98,853.29,1087.61,1067.89,981.65,904.42,1167.49,1417.47,1338.60,1500.78,1348.63,975.49,1106.65,1298.34,1259.57,807.70,995.27,1382.52,1406.20,1114.31,1196.81;
13:44:03.190 -> END!
13:44:04.864 -> 0: 1083.39,1279.37,1067.41,1390.37,1015.07,971.29,997.02,1380.55,1217.81,961.54,902.92,1463.01,1345.12,1262.85,1035.99,1257.96,1306.98,1294.33,1211.47,908.63,871.55,1093.29,1067.98,973.48,904.28,1161.57,1408.72,1345.12,1484.18,1297.99,971.29,1106.65,1298.34,1247.01,807.61,995.27,1382.52,1396.98,1108.91,1195.26;
13:44:06.824 -> 1: 1078.10,1279.64,1062.53,1392.84,1044.06,978.65,1116.66,1548.13,1399.59,969.41,958.30,1585.97,1394.86,1224.35,979.95,1248.39,1311.53,1340.76,1297.99,898.07,873.12,1242.28,1280.94,1120.01,930.23,1161.26,1624.10,1597.20,1706.73,1331.11,977.77,1214.55,1444.15,1360.33,799.92,1032.62,1643.29,1700.16,1301.19,1192.31;
13:44:08.830 -> 2: 1116.15,1481.87,1311.35,1580.50,1048.90,991.94,1212.37,1806.77,1604.68,1029.93,929.63,1723.07,1723.62,1517.50,1064.26,1302.69,1577.36,1624.10,1430.81,909.31,889.86,1369.77,1451.11,1235.02,941.88,1184.46,1696.21,1725.04,1798.46,1348.01,960.25,1268.78,1539.11,1422.66,789.08,1046.76,1798.12,1833.30,1365.11,1204.99;
13:44:10.835 -> 3: 1127.27,1591.46,1441.90,1641.07,1040.06,1000.35,1303.80,1859.83,1568.24,1020.67,943.26,1754.43,1726.20,1545.61,1085.40,1304.07,1561.56,1667.23,1493.54,915.71,859.80,1360.13,1527.75,1305.84,970.23,1171.62,1755.17,1830.15,1859.26,1373.96,973.09,1316.56,1612.09,1438.95,780.64,1052.29,1770.88,1926.61,1390.61,1211.54;
13:44:12.818 -> 4: 1131.77,1609.21,1484.96,1686.16,1052.86,1000.12,1340.73,1968.41,1645.53,1039.35,973.77,1838.97,1861.16,1584.28,1072.78,1340.76,1618.69,1692.43,1505.49,912.51,862.99,1358.55,1557.53,1345.91,987.41,1154.11,1750.88,1917.10,1923.23,1404.56,972.59,1354.76,1664.09,1481.36,777.67,1077.22,1843.15,1959.84,1407.98,1192.25;
13:44:14.804 -> 5: 1128.29,1655.44,1597.56,1714.07,1059.15,1000.12,1414.57,2012.99,1669.56,1044.74,968.84,1838.91,1857.24,1589.44,1080.36,1338.84,1745.25,1768.26,1563.82,925.34,880.25,1449.87,1622.92,1371.16,981.35,1173.03,1831.60,1947.79,1968.26,1409.38,972.59,1359.93,1706.73,1542.39,799.28,1072.30,1889.41,2061.17,1492.07,1204.99;
13:44:16.826 -> 6: 1149.59,1701.47,1599.45,1772.68,1039.67,1004.57,1412.62,2024.16,1694.29,1048.30,970.46,1865.94,1872.57,1629.27,1087.78,1397.06,1703.56,1790.39,1582.83,919.42,901.27,1461.63,1648.56,1357.68,960.78,1179.00,1817.67,1954.15,1938.04,1437.78,981.51,1394.52,1726.20,1562.73,828.46,1095.09,1921.56,2086.46,1575.54,1224.82;
13:44:18.832 -> 7: 1167.37,1707.12,1620.20,1783.20,1058.71,982.70,1388.99,2053.62,1709.14,1038.07,952.78,1859.33,1893.47,1624.61,1095.61,1339.22,1701.52,1768.26,1572.13,924.57,903.96,1531.70,1668.32,1346.78,972.24,1185.04,1812.78,1938.54,1930.56,1413.01,973.57,1370.40,1702.00,1532.41,797.41,1083.29,1888.28,2042.71,1492.07,1218.07;
