Adjacent, RCAL=500ohm. 100kHZ
499.05,510.97,485.60,489.49,506.67,508.66,500.85,502.51,500.16,487.33,507.21,483.79,503.16,494.69,497.12,926.65,876.64,886.39,863.75,856.50,737.17,753.87,750.64,788.14,755.76,756.12,767.01,743.18,737.31,739.46,710.21,721.83,699.74,736.79,708.18,498.63,500.89,496.36,500.00,499.42,
500.00,489.49,492.51,501.24,484.39,500.85,497.12,477.34,497.78,504.04,479.44,483.06,488.60,488.89,479.44,854.28,913.62,886.39,887.30,875.37,762.50,748.99,768.09,777.11,745.13,749.84,771.06,737.17,721.48,753.87,704.33,701.21,692.06,717.98,715.15,498.63,499.42,494.69,509.96,488.89,
510.97,489.59,500.89,491.63,482.29,505.62,502.51,496.36,503.23,508.77,498.47,482.84,500.85,492.52,499.05,842.05,861.92,861.92,872.28,900.35,758.33,747.25,769.76,771.33,758.33,774.62,777.34,798.39,743.52,784.97,735.08,732.09,732.09,714.84,736.79,487.35,511.92,497.12,503.23,499.42,
491.11,487.35,506.35,510.97,505.42,493.33,497.12,488.14,494.10,496.36,495.48,494.82,494.10,495.48,485.08,889.05,899.57,898.62,865.59,912.18,789.60,788.14,786.35,771.33,786.35,764.72,775.89,741.53,769.22,749.84,723.85,712.94,730.83,717.98,740.66,479.44,502.51,496.09,498.63,495.91,
498.05,505.42,497.78,502.22,496.87,502.51,489.59,488.14,480.93,494.82,497.12,493.15,496.36,482.25,493.33,901.65,896.22,911.19,860.78,891.39,795.80,777.11,791.77,789.83,780.47,771.33,762.35,762.35,751.44,775.28,716.98,749.64,735.08,739.31,733.07,502.51,498.63,499.42,496.36,500.16,
488.60,503.16,510.97,509.56,493.77,511.20,481.61,488.89,501.73,501.73,485.96,483.06,493.33,489.59,484.46,877.36,887.30,894.77,910.02,864.97,775.28,757.56,775.28,819.28,760.88,782.51,767.01,777.34,775.89,743.52,720.99,746.66,704.83,747.70,759.42,509.56,510.08,505.42,496.36,500.89,
507.21,503.16,501.73,485.20,502.22,491.84,500.16,516.09,504.04,511.92,491.11,491.11,480.93,491.35,494.10,877.04,876.09,852.43,876.09,875.37,769.22,769.76,784.45,793.84,753.87,789.07,782.51,756.12,764.72,789.60,716.98,750.99,724.98,707.97,748.24,506.98,523.52,505.62,510.41,508.66,
506.35,494.10,500.00,498.63,503.42,493.33,494.10,512.60,501.73,485.65,491.11,488.89,486.67,497.12,499.05,865.67,864.97,876.64,888.63,864.97,777.11,775.28,772.81,788.14,778.84,759.89,773.52,767.01,762.35,779.97,716.98,706.29,723.85,720.99,755.30,520.20,494.82,488.14,496.36,506.35,
495.55,497.78,506.35,501.24,505.59,518.54,494.10,487.33,520.02,506.35,506.98,495.48,487.94,482.84,475.64,901.39,901.65,853.09,876.09,900.95,784.45,801.30,795.80,784.45,764.46,786.35,768.52,771.06,764.72,743.18,710.21,727.98,727.98,707.34,744.25,503.90,511.92,511.93,501.73,492.51,
515.54,505.42,476.54,502.33,496.36,492.52,487.33,507.57,488.89,517.66,497.12,486.67,497.82,503.23,494.10,842.90,877.28,888.63,876.09,876.64,780.36,799.05,780.36,791.77,751.90,775.89,767.01,743.52,769.22,796.70,758.59,720.99,735.08,755.96,740.66,508.02,500.89,510.41,513.28,499.05,
491.63,489.59,497.82,484.46,494.10,491.11,500.85,494.82,497.12,515.78,473.89,484.46,497.12,503.23,484.46,877.28,842.05,887.30,900.35,896.22,827.62,768.09,778.84,805.48,819.28,779.97,751.90,773.35,762.35,767.01,723.85,712.94,726.56,718.56,756.12,505.62,509.45,504.04,496.36,503.23,
483.06,500.85,483.79,497.12,478.79,492.52,495.48,485.65,500.85,505.06,482.25,493.72,482.25,488.14,492.51,877.04,899.57,875.37,875.37,885.32,727.29,764.46,782.46,778.84,760.88,745.48,775.89,769.22,760.46,791.77,755.30,716.98,711.57,727.98,729.49,495.48,504.04,501.73,522.74,486.67,

Adjacent buco al centro
516.63,507.77,514.48,508.66,514.27,490.32,495.55,519.40,503.16,506.33,811.31,801.30,820.19,829.04,819.47,743.18,751.44,751.44,745.48,749.84,780.36,786.35,771.33,786.35,782.46,771.33,756.12,758.33,780.36,771.06,724.98,746.66,748.29,729.49,725.66,524.82,505.42,520.02,509.96,514.27,
509.96,521.34,533.23,501.73,513.28,495.55,511.92,496.36,509.45,500.16,832.30,811.31,800.57,826.88,808.47,754.74,759.89,748.99,758.33,721.48,784.45,786.35,774.18,789.83,768.09,777.34,775.89,775.89,765.89,749.84,732.09,717.98,732.88,767.60,780.47,508.66,513.28,515.21,508.66,497.78,
502.22,497.00,520.02,502.33,511.20,486.67,497.78,497.78,497.78,518.54,843.18,821.77,788.03,838.67,799.35,760.41,754.74,751.44,756.12,747.70,782.46,827.62,803.44,775.28,777.11,782.51,759.89,764.72,748.99,764.72,716.98,712.94,727.98,752.05,779.97,514.27,520.02,522.42,517.61,496.87,
