990.89,867.02,729.90,1005.42,704.23,714.30,940.29,721.13,767.45,768.26,2210.66,1859.21,1841.46,1636.52,1841.46,1584.69,1836.82,1743.60,1015.57,4983.79,6907.16,4915.84,7300.90,4413.27,6130.79,756.49,961.70,749.49,5582.85,2957.76,3598.09,2628.19,3373.53,2114.42,2085.97,618.66,1787.91,1750.23,1964.17,1393.85,1806.71,852.16,1139.29,1767.85,1009.17,1068.42,11569.36,6654.97,14867.30,2011.77,2014.31,3861.22,4123.45,734.79,1108.60,2054.85,1921.57,1108.20,1798.92,1683.49,3645.41,3238.66,1512.12,1010.01,2009.74,1279.49,1812.61,1635.70,2302.39,2061.72,1902.99,1165.09,700.89,2544.58,1744.04,2126.09,3423.21,3061.81,2433.33,3714.70,1503.58,2675.80,1094.48,1515.94,2182.72,2051.97,1816.70,2331.55,2396.80,1198.33,1060.76,3864.81,4557.39,5378.03,6269.24,6507.13,5025.41,2280.42,715.41,991.56,901.16,753.06,701.14,786.69,680.15,679.15,831.48,1076.41;
985.56,861.35,730.47,1024.15,680.15,697.62,971.39,707.05,757.17,740.48,2132.10,1844.06,1675.62,1638.98,1859.21,1606.70,1646.71,1767.85,1001.10,4406.15,4123.45,3530.44,7564.92,4516.69,5378.03,742.88,952.70,725.80,4619.54,2585.55,3483.90,2776.65,3226.74,2251.21,1844.06,638.37,1971.76,1654.55,1864.70,1469.84,1671.73,808.55,1178.17,1714.74,1055.89,1027.13,15220.49,8873.29,10840.98,2088.23,2185.97,3613.66,4449.39,753.73,1058.96,1939.63,2132.70,1067.33,1642.00,1800.38,3678.01,3069.59,1544.49,1002.86,2013.12,1204.26,766.03,1562.78,885.57,969.65,976.14,911.15,661.11,428.45,669.91,922.62,2573.79,1784.60,1355.12,2958.30,986.08,2258.35,1020.83,1551.88,2201.97,2114.42,1865.65,2590.95,2392.24,1450.58,1109.47,4338.51,4644.28,6461.86,5744.92,9377.13,5764.70,736.10,799.29,1022.37,936.88,751.83,695.55,778.26,675.99,202.51,200.58,1059.94;
947.57,848.85,735.69,981.52,686.82,162.72,181.38,729.69,785.33,752.35,2321.88,1725.72,1669.80,369.10,446.78,1438.39,1636.52,2003.70,1009.66,3691.51,4130.74,722.93,829.54,3608.77,6379.47,728.60,1009.28,730.33,4563.30,1108.60,1728.40,2626.69,3216.33,2193.16,1925.26,631.48,1927.48,481.30,655.82,1469.84,1828.26,830.48,1163.03,1844.06,1044.12,574.28,1457.28,6248.89,12120.58,1990.32,2209.32,3630.42,4477.06,716.09,464.08,2070.51,2069.59,1117.03,1770.04,1743.05,3428.22,2786.02,1472.94,1157.29,1050.67,651.06,555.82,1399.11,2563.94,1900.14,1977.52,1129.59,686.49,2617.33,1948.78,2047.68,3076.82,2774.43,2369.28,3648.43,1470.56,2345.09,943.76,1413.19,2234.58,2090.70,1680.82,2308.75,2477.88,1289.03,1043.22,3850.51,4619.54,7325.25,6941.61,6530.12,6274.36,1850.87,710.22,1011.94,891.27,764.52,685.92,801.24,683.04,687.15,852.69,1050.00;
990.99,851.65,731.41,980.81,699.18,675.88,982.38,715.48,779.01,757.93,2015.66,1662.21,1714.74,1601.30,1727.11,1494.36,1675.62,1952.94,965.31,4189.00,4449.39,3183.02,8417.94,4076.26,5162.51,709.33,945.67,744.52,5764.70,2638.42,3091.43,2810.58,3044.10,2063.00,1885.36,615.39,1895.60,1675.14,1941.91,1502.39,1783.19,833.34,1144.48,1844.06,1073.31,1062.25,12934.93,7564.92,11537.35,2130.29,2154.99,3974.76,4783.34,729.96,1124.51,1952.17,2132.70,1076.25,1630.64,1743.05,3669.78,3146.19,1512.12,1023.08,2020.10,1221.63,1602.24,1505.85,2496.40,1885.36,2026.98,1118.22,694.54,2696.71,1906.58,2060.63,3047.62,3004.49,2734.95,3470.81,1528.75,2728.61,906.71,1535.02,2191.41,1906.58,1636.15,2203.08,2219.91,1274.43,1043.43,3645.41,4644.28,5277.61,7819.83,12271.15,4565.27,1998.55,670.19,1000.00,858.39,745.20,695.10,776.06,656.90,669.99,824.65,1081.15;
983.98,835.90,754.02,981.52,674.20,677.50,989.80,727.32,780.59,743.66,2217.42,1666.42,1828.26,1468.45,1740.20,1425.95,1768.20,1912.65,1026.59,3686.30,4130.74,3575.11,9463.88,4157.33,5159.66,735.56,999.34,730.66,4857.72,2589.87,3288.42,2515.01,3473.41,2240.16,2070.51,643.93,1779.32,1707.25,2011.77,1393.35,1920.83,847.53,1224.33,1769.35,1085.42,1025.69,17141.09,7229.28,16361.54,2110.31,2068.85,4170.81,4983.79,740.34,1105.05,1938.88,2132.70,1071.93,1750.23,1803.78,3350.66,2852.98,1523.81,1019.39,1887.87,1230.16,1711.61,1599.18,2209.09,1822.96,1983.80,1163.09,706.70,2612.51,1725.72,2015.15,3124.44,2862.19,2414.42,3923.63,1583.79,2915.72,920.33,1493.32,2038.13,1876.11,1675.23,2387.99,2487.73,1380.78,1136.14,3678.01,4172.32,10441.17,6088.20,8873.29,4330.06,2150.44,715.15,1007.73,898.77,758.33,696.00,790.61,670.78,698.35,823.75,1067.06;
958.12,841.53,732.84,975.37,681.96,692.50,947.57,696.00,761.90,736.10,2177.56,1648.66,1736.71,1463.75,1699.15,1495.12,1650.05,2057.73,991.01,3947.67,4295.11,3281.80,7538.11,4018.47,6417.52,705.39,1022.37,738.43,4669.43,2548.69,3030.15,2443.26,2939.67,2155.41,1907.01,639.20,1925.26,1607.39,2020.10,1393.35,1724.13,844.82,1234.04,1756.05,1070.07,1045.89,11411.94,12120.58,18167.03,2282.14,2249.55,4141.02,4296.75,721.75,1074.19,2113.64,1902.28,1074.14,1706.94,1775.59,3850.51,2939.67,1545.71,1024.71,1983.80,1317.26,1728.40,1452.68,2282.63,1839.39,1940.69,1158.06,681.46,2600.75,1909.17,2209.32,3047.62,2817.98,2637.28,3923.63,1552.11,2624.81,1040.24,1552.42,2256.20,1993.10,1674.06,2410.05,2295.33,1361.10,1060.66,4062.27,4283.64,6284.64,6990.72,8080.39,3850.51,1822.96,698.80,959.22,910.27,732.39,680.86,774.27,675.44,685.84,820.07,1035.78;
974.39,828.91,746.18,966.78,700.34,679.99,965.29,708.29,774.27,757.93,2185.32,1673.29,1675.62,1534.79,1714.95,1438.08,1822.96,1827.63,1001.83,4557.39,5817.08,3716.83,9535.04,3837.55,5302.19,730.91,981.69,733.78,4803.91,2667.88,3181.01,2626.69,3055.28,1970.49,1924.37,643.16,1777.57,1601.90,1908.16,1535.02,1936.46,910.58,1277.58,1995.24,1030.45,1060.66,10347.95,8344.63,21321.00,2334.72,2124.50,5339.70,3884.12,745.95,1086.70,1949.25,2011.60,1096.14,1716.10,1775.59,3299.55,3142.32,1472.41,1022.40,1889.83,1285.48,1579.19,1486.12,2253.58,1995.24,2085.97,1175.87,679.09,2682.18,1875.43,2069.40,3598.09,2782.44,2831.54,3769.05,1444.17,2920.88,923.27,1465.31,2155.61,1845.76,1793.63,2203.08,2361.04,1413.19,1076.25,4270.65,3782.46,5705.97,10168.75,13883.23,4130.74,1648.66,692.30,1010.54,898.26,742.60,699.35,781.11,683.04,692.77,855.80,1089.69;
939.00,839.43,749.78,966.93,684.90,687.53,959.09,691.28,751.32,765.04,2024.73,1727.65,1738.67,1476.60,1798.32,1534.79,1658.23,1993.10,973.84,4079.07,3864.81,3165.10,8442.81,3476.90,4193.58,632.28,946.46,752.77,6074.20,2569.21,3560.04,2889.83,2920.36,2240.16,1908.74,611.07,1876.11,1759.77,1952.17,1493.32,1876.11,887.08,1227.23,1907.01,1069.84,1055.89,27439.14,9626.29,16361.54,2621.81,2097.36,5744.92,3658.55,765.74,1072.75,2125.49,2038.13,1070.07,1691.07,1709.43,3299.55,2788.72,1491.60,1063.42,1949.25,1253.56,1658.23,1502.46,2337.36,2009.74,2126.29,1136.26,697.91,2903.96,1798.32,2124.50,3524.07,2895.86,2633.48,4617.49,1397.92,2850.58,940.43,1384.51,2137.55,1845.76,1728.29,2265.79,2281.65,1402.47,1104.66,4189.00,4943.19,11411.94,6547.53,11939.94,4230.80,1682.99,654.26,980.81,878.40,760.29,682.65,776.06,665.03,684.47,821.90,1036.89;
962.63,857.45,755.98,962.78,684.35,663.08,999.85,725.70,753.98,756.09,1943.13,1724.87,1769.35,1456.51,1724.13,1423.97,1588.01,2182.51,988.64,3233.03,4181.39,2773.10,6723.29,3608.77,4650.53,683.10,979.40,727.63,5390.99,2623.31,3495.36,2626.69,3047.62,2068.85,1907.01,610.09,1840.95,1716.52,1995.57,1514.71,1938.88,870.10,1344.05,1756.05,1028.33,1055.69,11537.35,8717.98,19252.57,2484.22,2226.29,6203.81,3850.51,747.82,1131.27,1937.82,2096.41,1075.92,1839.52,1724.66,3367.18,2785.12,1505.85,1030.27,2005.71,1193.99,1613.37,1393.80,2234.58,1925.55,1983.80,1198.08,738.02,2732.83,1702.32,2245.78,3206.02,3470.81,3126.35,5381.26,1563.97,3515.92,879.47,1367.16,2182.72,1844.06,1656.90,2220.82,2479.15,1334.83,1115.27,4285.27,5339.70,10441.17,10441.17,9130.54,4182.91,1778.38,690.16,976.82,863.58,750.20,694.04,776.06,673.66,656.05,862.06,1056.67;
983.56,836.58,738.29,962.44,698.41,651.50,973.76,698.24,758.54,748.46,1960.41,1774.43,1625.98,1466.42,1662.79,1252.01,1646.71,1215.85,1174.25,4330.06,16835.89,2882.35,4738.55,1803.78,5930.62,633.85,1040.59,762.63,4627.74,2496.40,3324.43,2716.46,3135.90,2115.40,1892.35,636.14,1877.76,1562.78,2032.18,1483.20,1902.99,917.54,1251.40,2034.97,1132.50,1048.75,14411.74,8717.98,21525.03,3000.00,2310.28,6748.66,4269.03,730.27,1070.78,2021.30,2036.55,1059.67,1704.78,1858.28,3086.53,2757.30,1489.12,983.23,1728.29,1051.42,1369.28,1491.05,2033.75,1701.19,1833.74,1153.83,672.95,2867.55,1807.69,2090.70,3067.19,2939.67,2528.32,3769.05,1422.41,2923.98,1071.88,1387.99,2137.55,1881.62,1763.40,2495.43,2126.09,1168.35,1154.09,3997.10,4264.20,8442.81,9114.78,10190.64,4221.41,1778.03,676.09,1011.31,858.26,741.22,700.85,792.21,669.72,696.90,834.16,991.15;
