acquisizioni 09/10/2023
Lana
braccio (7 elettrodi)
12:15:35.995 -> AD5933 Test Started!
12:15:36.042 -> Calibrated!
12:15:37.037 -> Acquisition starts in 1 second...
12:15:38.758 -> 0: 681.16,3657.68,3504.74,1018.24,1053.27,628.05,2779.12,2586.72,562.67,888.41,1032.00,4287.73,117.97,114.86,517.13,434.69,121.98,101.61,1331.32,616.92,271.64,139.09,1963.87,2076.66,1059.09,49.59,943.17,2495.36,3847.46,629.40,1275.50,459.84,760.31,246.01,461.92,444.91,718.30,250.79,482.54,844.44;
12:15:40.736 -> 1: 676.80,3937.56,3459.99,1036.26,392.21,610.62,2680.32,2639.09,456.60,900.00,1035.87,4182.60,136.62,117.33,532.66,434.69,144.41,109.30,1282.13,628.29,262.73,138.97,1833.35,2223.96,1060.67,46.39,928.29,2676.31,3783.86,624.78,1075.75,489.96,766.98,239.41,463.20,483.80,717.04,251.65,484.72,825.66;
12:15:41.714 -> 2: 680.59,4188.86,3447.32,1040.71,522.47,600.94,2655.65,2514.16,384.08,712.23,1039.64,4347.71,129.47,115.65,519.33,435.98,137.10,103.33,1347.45,610.43,234.40,135.23,1943.75,2036.79,1053.42,46.93,954.93,2533.01,3847.46,623.41,1365.67,451.99,791.28,238.81,465.51,437.78,731.89,252.01,482.10,822.53;
12:15:42.746 -> 3: 673.31,4858.69,3508.72,1045.52,367.29,585.29,2654.88,2583.06,330.57,562.25,1027.66,4225.52,171.40,119.44,554.32,434.20,141.49,105.07,1201.36,645.79,266.26,144.14,1744.68,2392.37,1051.82,45.59,919.79,2794.51,3847.46,625.31,827.91,589.70,782.59,238.65,466.28,594.58,731.10,253.75,483.89,835.11;
12:15:43.694 -> 4: 676.42,9570.23,3795.39,1046.63,266.53,695.63,2897.27,2791.53,580.09,531.53,1037.29,4186.60,166.06,115.28,556.38,434.69,143.78,105.92,1191.85,647.08,267.54,148.51,1688.54,2434.75,1052.59,44.60,919.71,2673.89,3887.20,630.55,802.75,609.99,785.38,237.57,463.28,610.20,724.93,253.60,482.10,817.20;
12:15:44.726 -> 5: 660.67,1930.66,3038.38,979.97,1089.94,695.40,2836.08,2771.31,695.61,598.13,1033.62,4122.87,134.92,112.37,553.62,435.46,130.15,101.14,1216.08,648.43,267.47,148.21,1727.56,2491.18,1049.33,44.88,924.69,2805.09,4071.15,626.03,804.10,604.84,798.18,238.20,466.28,601.40,739.25,254.17,482.07,814.83;
12:15:45.702 -> 6: 659.67,2032.56,3028.37,980.80,808.53,687.98,2800.50,2730.05,739.65,646.96,1027.52,4273.25,122.36,114.60,556.32,436.57,128.74,99.08,1194.63,641.69,229.37,140.72,1702.89,2380.80,1059.07,45.83,922.90,2664.33,3815.93,624.54,816.48,594.60,799.67,238.13,462.56,598.71,736.86,253.56,483.86,831.12;
12:15:46.709 -> 7: 664.66,2196.07,3138.95,983.22,735.64,672.14,2749.73,2659.43,1000.33,707.31,1027.52,4364.95,226.75,122.34,554.28,437.23,155.37,110.73,1210.32,643.20,271.97,162.60,1700.92,2368.94,1051.75,44.61,913.09,2730.53,3797.07,628.50,829.98,584.90,820.97,238.45,462.65,585.90,747.84,254.79,482.22,819.86;
12:15:47.693 -> 8: 662.15,2305.01,3222.53,994.02,751.40,659.37,2716.04,2682.69,605.37,687.45,1040.72,4296.11,136.42,109.59,555.45,435.64,137.03,105.89,1223.81,645.53,264.49,153.40,1726.61,2424.80,1052.21,46.04,914.37,2766.73,3887.20,625.13,823.94,591.25,828.90,240.20,463.93,585.63,762.20,255.16,481.50,836.87;
12:15:48.735 -> 9: 661.58,12382.29,3746.99,1067.68,630.50,569.01,2584.06,2621.49,408.44,373.57,1028.86,4320.16,123.73,109.04,561.69,437.32,119.99,102.28,1217.56,649.97,267.01,158.53,1714.75,2414.49,1050.89,46.85,912.33,2770.14,3842.22,621.99,762.80,631.05,830.00,243.96,462.73,631.53,756.05,255.03,483.77,835.11;
12:15:49.719 -> 10: 653.81,1565.89,2742.30,934.78,846.94,745.57,2906.04,2778.54,588.38,338.36,1024.76,4462.51,160.76,110.91,559.37,433.59,147.38,112.46,1187.68,645.55,354.86,170.23,1710.03,2458.08,1053.75,46.25,910.16,2757.23,3862.94,622.21,766.05,632.61,833.45,245.85,464.22,629.23,763.35,254.41,482.07,845.23;
12:15:50.704 -> 11: 646.74,1550.82,2686.33,933.52,676.72,745.34,2993.01,2836.62,413.47,335.22,1042.83,4310.27,158.68,111.55,559.83,434.91,136.59,111.06,1193.47,644.83,273.02,162.12,1669.31,2492.23,1062.10,48.60,918.02,2797.88,3797.07,623.65,757.95,628.87,840.45,247.05,460.86,627.58,770.11,253.60,481.60,855.71;
12:15:51.714 -> 12: 644.26,1509.21,2795.26,943.70,842.13,750.33,2956.57,2856.89,427.09,344.09,1041.11,4614.54,137.69,113.41,555.24,437.16,133.61,108.23,1204.36,647.31,273.60,160.54,1695.90,2491.81,1053.75,48.52,911.02,2669.52,3831.79,627.17,756.44,629.93,836.36,251.85,459.21,633.12,761.62,252.90,482.20,868.70;
12:15:52.726 -> 13: 638.08,1491.89,2745.83,938.26,779.33,743.82,2949.79,2872.89,593.77,329.35,1040.92,4385.56,154.60,114.15,557.37,434.03,153.87,120.26,1198.76,648.20,452.55,171.95,1691.20,2480.62,1048.23,47.95,919.79,2706.36,3812.32,627.96,753.90,623.83,828.29,252.63,457.97,628.91,765.47,251.45,480.42,881.49;
12:15:53.724 -> 14: 640.62,1534.45,2756.58,945.45,1202.07,749.81,2948.91,2858.49,428.36,352.33,1042.40,4436.01,119.07,109.20,556.06,435.46,139.51,113.53,1185.38,654.82,289.46,161.00,1656.76,2436.24,1045.36,49.74,914.04,2755.44,3989.92,626.03,748.61,628.33,798.68,255.60,458.75,630.81,750.29,254.62,481.94,895.20;
12:15:54.698 -> 15: 646.74,1486.38,2747.18,946.07,858.51,744.04,2977.55,2885.37,501.58,339.66,1035.22,4356.73,116.84,109.11,552.98,435.85,139.71,118.02,1201.34,654.64,274.56,153.95,1696.68,2436.33,1048.47,51.15,917.10,2644.39,3831.79,626.70,747.32,624.90,830.06,257.47,458.05,627.87,764.66,250.14,481.35,899.19;
12:15:55.682 -> 16: 639.81,1551.69,2785.97,949.88,662.28,739.65,2843.91,2763.19,410.38,345.87,1034.86,4466.16,139.42,112.48,554.18,435.72,148.90,121.13,1196.50,649.08,283.07,158.46,1657.98,2492.23,1052.45,51.52,909.25,2653.35,3812.32,624.66,748.00,621.43,839.23,257.78,457.66,632.71,779.82,248.80,485.19,901.87;
12:15:56.712 -> 17: 641.33,1536.90,2766.44,949.15,762.27,737.63,2886.36,2887.34,434.69,352.55,1030.72,4637.89,111.77,105.88,557.53,436.86,159.24,126.35,1196.19,653.97,277.24,150.46,1696.68,2447.13,1050.35,56.92,906.24,2637.34,3878.20,626.48,747.39,621.70,845.74,255.17,459.05,636.04,797.52,246.93,483.99,903.75;
12:15:57.726 -> 18: 634.29,1548.75,2723.39,938.02,2526.42,735.48,2817.85,2866.59,588.61,333.67,1031.85,4560.09,135.14,106.94,558.14,437.81,172.74,134.01,1215.35,651.46,270.86,144.84,1678.88,2514.98,1060.85,50.82,910.53,2662.27,3930.28,625.57,753.81,620.53,839.79,256.47,456.04,638.10,794.29,248.13,483.52,918.28;
12:15:58.703 -> 19: 636.81,1542.84,2761.46,935.24,691.88,746.02,2940.10,2858.49,409.13,349.67,1037.64,4491.65,129.81,106.81,554.03,438.77,162.49,127.31,1209.92,649.97,275.29,147.06,1684.79,2447.13,1060.25,50.24,901.15,2704.33,4028.47,620.42,749.81,612.83,836.29,255.19,456.42,641.70,797.69,246.58,484.33,918.19;
12:15:59.693 -> 20: 637.61,1505.01,2708.40,937.73,882.07,739.58,2891.22,2833.98,432.48,348.64,1042.16,4618.91,111.66,106.70,553.72,439.03,151.61,119.01,1215.06,651.75,262.44,141.63,1678.41,2447.33,1048.47,49.62,909.25,2671.15,3766.02,627.83,749.90,618.33,808.34,253.43,456.12,639.58,769.49,248.33,481.01,903.15;
12:16:00.724 -> 21: 639.92,1501.73,2751.16,936.28,775.70,748.32,2859.13,2866.59,454.24,328.75,1031.30,4698.39,139.43,107.62,556.99,436.47,166.27,125.37,1201.82,653.31,272.52,144.56,1664.24,2515.41,1050.35,47.72,906.69,2704.33,3862.94,624.34,743.98,616.66,854.08,252.24,454.05,640.32,808.00,246.43,480.89,902.55;
12:16:01.714 -> 22: 637.61,1554.30,2671.93,942.71,733.19,738.86,2855.62,2831.02,454.03,363.80,1037.64,4303.72,106.29,104.55,554.71,437.55,149.18,114.28,1201.82,655.30,220.32,135.39,1690.04,2446.73,1049.76,48.37,906.69,2667.25,3958.81,621.94,749.29,610.69,839.85,251.30,454.73,643.45,791.30,247.12,480.29,894.47;
12:16:02.698 -> 23: 643.31,1574.24,2815.10,943.49,846.83,731.40,2835.22,2825.22,455.13,361.08,1047.53,4444.39,108.62,104.94,564.42,437.85,145.79,110.11,1218.06,647.55,215.12,137.37,1690.72,2447.33,1051.86,48.59,915.34,2646.10,3983.64,622.03,751.81,614.24,863.87,248.45,455.04,646.14,815.70,246.46,478.19,887.29;
12:16:03.683 -> 24: 651.15,1557.55,2809.55,942.54,681.29,734.04,2829.55,2814.80,440.07,357.40,1033.41,4444.39,113.85,105.32,564.57,439.23,155.77,112.80,1214.91,649.76,205.88,136.64,1646.75,2481.04,1066.18,47.47,909.71,2678.61,3878.20,624.77,748.68,614.49,867.48,247.86,455.27,641.22,818.87,247.15,479.24,875.07;
12:16:04.719 -> 25: 645.28,1571.17,2745.83,942.79,784.31,732.60,2899.60,2752.51,457.71,330.86,1040.03,4444.39,148.48,109.64,562.70,437.94,163.61,117.16,1217.56,650.20,268.39,152.91,1667.17,2403.64,1055.86,45.86,916.26,2632.83,3847.46,620.83,748.61,616.40,867.55,248.71,454.28,641.59,814.23,248.17,479.36,881.49;
12:16:05.691 -> 26: 642.49,1540.62,2835.22,940.63,1114.31,737.69,2803.88,2880.46,433.96,353.08,1041.04,4444.39,121.49,105.16,559.29,439.93,137.27,104.95,1209.31,656.88,208.80,142.66,1658.49,2425.39,1045.18,46.94,900.72,2653.35,3847.46,619.03,747.23,613.78,853.50,250.07,454.81,637.67,809.44,250.89,477.38,884.07;
12:16:06.722 -> 27: 635.20,1559.41,2789.82,946.01,835.04,743.82,2819.08,2850.22,429.60,345.61,1025.86,4637.89,122.33,104.99,554.79,438.77,139.33,105.93,1201.74,657.55,231.97,149.31,1678.41,2456.86,1057.38,47.44,901.98,2738.22,3939.44,621.31,746.03,613.53,876.29,249.66,452.99,637.94,809.55,250.81,476.80,887.32;
12:16:07.715 -> 28: 637.27,1537.98,2726.99,940.22,869.27,742.06,2812.59,2869.00,490.84,331.57,1037.36,4325.96,148.09,106.47,556.53,439.30,148.36,109.92,1220.77,651.70,243.99,155.18,1654.16,2414.20,1061.80,46.91,906.28,2662.27,3930.28,621.22,747.01,611.58,856.52,253.34,457.50,640.69,812.56,250.96,476.20,889.89;
12:16:08.688 -> 29: 635.32,1546.14,2766.44,937.73,705.85,739.15,2849.82,2885.37,443.79,352.03,1041.04,4525.80,130.57,104.49,553.58,441.22,135.08,107.49,1201.63,658.46,267.09,160.03,1673.01,2425.19,1055.57,47.58,904.99,2726.09,3902.96,622.85,742.79,611.14,871.96,253.98,451.78,638.39,812.44,251.71,480.20,913.45;
12:16:09.673 -> 30: 647.66,1574.83,2800.58,933.95,683.54,736.92,2760.96,2854.98,402.12,327.28,1033.41,4445.89,134.27,104.96,559.91,438.01,138.56,107.76,1209.92,651.09,270.19,163.76,1708.70,2425.39,1046.71,47.72,906.24,2678.61,3976.53,622.41,750.51,616.40,865.72,256.44,453.21,639.04,807.75,251.61,478.79,906.57;
12:16:10.688 -> 31: 637.83,1551.32,2766.44,938.02,548.25,735.98,2838.97,2836.62,407.27,335.15,1041.63,4629.05,114.05,104.57,556.46,437.51,127.24,106.81,1217.38,654.40,261.45,162.37,1683.32,2490.33,1061.80,49.95,912.75,2738.22,4061.96,619.83,747.92,608.11,873.85,259.76,451.40,632.00,825.92,252.04,476.44,933.85;
12:16:11.672 -> 32: 638.77,1569.08,2810.84,937.73,915.39,728.52,2849.82,2760.60,429.34,349.47,1027.39,4385.85,116.60,103.79,555.46,439.30,134.07,110.30,1229.04,658.02,278.96,164.67,1705.31,2503.05,1050.90,49.90,911.00,2735.91,3908.05,622.85,739.50,608.11,867.57,263.06,452.68,632.14,816.44,251.23,480.20,964.48;
12:16:12.716 -> 33: 635.77,1565.00,2785.97,934.28,1061.80,733.81,2792.20,2858.49,837.14,333.88,1025.86,4436.01,160.48,107.06,558.75,441.39,158.34,124.45,1220.77,651.75,293.38,170.99,1665.60,2492.23,1054.33,50.18,904.97,2651.24,4014.24,624.15,740.25,608.56,857.74,265.47,451.09,633.70,814.13,250.20,477.82,991.12;
12:16:13.701 -> 34: 637.14,1579.44,2676.83,941.96,695.55,735.02,2812.59,2767.53,418.77,347.95,1036.06,4602.49,108.73,103.24,555.09,441.66,136.05,114.14,1204.24,651.98,279.96,160.47,1687.54,2481.04,1044.89,52.43,899.45,2648.51,3792.40,622.95,744.07,603.47,855.24,267.51,452.75,630.46,821.83,250.93,479.61,1005.74;
12:16:14.692 -> 35: 636.21,1577.61,2815.10,940.22,810.27,736.70,2799.45,2767.53,665.78,342.58,1032.11,4445.89,137.73,114.06,557.53,439.33,154.12,124.13,1206.99,651.94,292.49,163.61,1693.75,2480.93,1044.89,52.74,911.00,2619.71,4032.28,623.33,736.39,603.94,846.88,269.22,449.89,631.73,826.78,248.28,480.20,1043.12;
12:16:15.677 -> 36: 632.44,1579.44,2764.93,937.73,918.21,735.02,2766.95,2811.53,451.01,361.50,1025.30,4404.43,108.14,103.56,556.15,441.99,146.52,119.66,1209.31,656.91,283.47,157.06,1672.64,2425.19,1052.40,54.24,909.25,2726.09,4028.47,623.04,738.82,602.55,845.72,270.58,452.29,632.98,814.97,247.23,481.94,1041.67;
12:16:16.694 -> 37: 632.81,1571.58,2770.36,933.29,759.98,737.20,2819.08,2799.37,503.66,343.65,1024.06,4551.69,124.33,104.03,552.83,438.44,168.17,133.70,1211.93,659.37,290.28,156.07,1672.64,2402.69,1043.02,53.17,900.72,2664.33,4061.96,619.22,735.73,605.33,852.19,271.70,453.14,639.40,827.79,246.77,482.32,1051.60;
12:16:17.678 -> 38: 631.09,1580.36,2820.53,941.16,959.26,733.56,2786.19,2869.00,451.15,360.51,1032.11,4629.05,104.65,102.25,553.88,439.89,139.50,118.90,1223.07,659.61,252.63,144.98,1693.44,2436.24,1055.86,54.06,900.30,2619.71,3930.28,618.49,745.85,604.15,852.26,270.58,449.66,641.42,835.88,244.52,479.45,1062.26;
