995.42,1042.79,878.41,1420.98,930.48,1136.07,1003.76,832.17,1039.27,1177.30,1041.62,882.90,845.57,1960.26,6522.73,5862.51,5434.78,6666.07,5614.79,4287.46,5609.13,5586.68,5317.95,4856.43,4595.09,1108.45,1694.67,5731.62,11851.14,17948.95,26279.42,19611.61,43852.90,39043.44,70710.68,18405.25,20690.15,1347.42,3332.30,1557.40,7238.02,8461.22,6932.42,5728.61,7071.07,6901.97,6756.76,6180.85,6161.11,2912.30,3771.46,1628.43,2065.83,3919.19,3183.10,2266.69,3184.13,3202.89,3102.66,2399.19,2345.74,731.24,901.05,3432.40,2070.68,1415.12,29361.01,10287.98,13085.60,12724.66,12346.62,13353.53,9015.23,2239.25,2304.86,20549.87,8380.02,1706.38,2168.67,5752.07,8532.37,8321.78,8231.08,5833.71,6153.64,1988.61,3112.26,7349.76,7071.07,6221.87,1602.56,2829.51,9805.81,10540.93,11785.11,9874.41,11259.43,21437.33,5326.99,9862.87,9284.77,10448.46,6568.72,1309.84,1250.71,4296.95,5481.61,4562.45,4488.32,1565.67,2521.46,5376.03,6496.25,5556.24,4203.02,5240.27,2031.92,1822.51,3548.87,2754.00,2042.26,632.46,781.54,2508.48,3163.54,2747.00,2128.72,3496.42,2840.73,3830.10,1830.09,18817.75,41380.30,6246.10,3264.70,15357.38,13249.97,15670.98,13508.58,10151.37,14518.70,24282.15,1475.69,1854.70,20654.81,4901.02,3671.31,10358.39,9712.86,10240.40,9252.91,8171.51,9882.12,10358.39,7495.32,1519.41,1469.95,3379.30,12430.28,12523.50,19174.13,17677.67,12141.07,13628.48,17149.86,16378.04,8877.76,5089.87,1594.17,1817.88,899.99,2906.49,3419.53,3206.05,2455.88,4188.83,2970.09,3294.04,3735.71,3139.75,4392.05,1989.27,1825.64,8066.61,7227.43,6565.32,5783.54,7461.85,6746.91,8615.57,7490.27,5758.17,9847.56,7522.41,1702.53,1360.45,1030.66,953.60,840.84,1222.02,869.27,1034.70,911.69,828.99,924.91,1035.28,976.76,1170.41;
1004.98,1040.13,886.07,1371.95,938.01,1139.42,1006.58,822.26,1049.45,1213.36,1053.13,890.52,827.40,1917.36,5792.84,5971.88,6095.75,6168.61,5376.03,4333.60,5872.20,5467.83,5743.71,4689.52,4415.97,1133.82,1711.97,6386.16,10540.93,14821.73,32826.61,20654.81,35179.88,23782.58,41380.30,23162.05,23570.23,1340.82,3413.15,1560.60,7048.55,8328.71,7632.03,5984.70,7718.84,6833.31,8060.32,6245.12,5872.20,2924.83,3795.73,1617.10,2118.57,3713.39,3104.09,2228.02,3233.42,3328.16,3122.81,2373.48,2366.45,730.39,885.11,3528.13,2061.61,1449.76,18208.93,9552.01,13867.50,12850.12,10679.47,10718.66,9956.29,2200.79,2270.99,15144.56,9150.08,1699.07,2157.98,5802.98,8741.04,7866.46,8134.65,6187.47,6116.69,1976.02,3116.01,6624.99,7872.31,6991.81,1590.55,2729.27,10253.31,10266.27,13306.16,11108.37,13469.31,17948.95,5031.80,11381.29,10394.13,9640.37,6772.85,1316.47,1231.03,4218.25,5562.43,4619.34,4247.37,1533.02,2427.93,5224.23,5807.67,5339.74,4415.97,5716.62,2082.68,1784.78,3558.02,2609.13,2101.51,638.48,784.02,2548.90,2993.96,2580.48,2035.52,3758.44,2699.51,3924.98,1893.07,20761.37,98058.07,6753.06,3637.93,11726.62,11525.51,14097.10,10952.70,10793.32,20797.26,24875.93,1432.61,1789.99,28583.10,5152.18,3669.93,10336.23,10448.46,10253.31,9275.18,9300.82,9847.56,13382.19,8206.65,1479.19,1500.78,3020.61,9284.77,13803.94,16629.75,16520.47,14705.88,11351.91,16760.04,19611.61,7927.53,5285.75,1598.20,1823.87,907.29,2978.51,3472.22,3166.71,2440.91,4269.92,2863.74,3287.62,3782.24,3120.61,4179.16,1981.76,1874.57,7131.22,6651.90,7619.61,6102.10,7455.22,6901.97,8276.06,6476.60,5517.54,9524.24,7685.94,1731.69,1348.20,1023.55,949.04,836.43,1181.26,867.46,1014.83,907.01,824.93,931.70,1055.00,969.22,1145.48;
1014.41,1026.69,874.14,1419.49,936.62,1120.00,1010.05,827.46,1032.65,1174.94,1050.74,902.49,836.74,1950.75,6149.92,5862.51,5788.96,5988.99,6013.20,4274.60,5872.20,5180.86,6013.20,4436.08,4782.55,1134.93,1722.19,6279.50,10828.70,19174.13,43852.90,21437.33,79056.95,24514.52,70710.68,24514.52,21884.41,1314.81,3341.66,1582.33,7453.56,8206.65,8143.28,5600.68,7035.97,7691.40,8328.71,5871.39,6013.20,2832.78,3583.70,1640.82,2109.54,3759.93,3047.87,2156.41,3328.60,3301.93,3346.60,2363.07,2284.80,743.45,890.09,3674.68,2090.57,1444.41,22054.06,10540.93,14617.63,11446.71,12749.46,14097.10,9237.11,2286.32,2271.60,14605.16,9275.18,1688.38,2189.41,6127.71,9893.72,8051.96,8310.28,5575.55,6264.70,2000.77,3116.01,7324.48,8094.05,6522.73,1598.28,2654.40,10540.93,8685.48,10942.20,10101.53,12257.26,19521.72,5523.60,10068.70,9757.14,10327.41,7383.34,1334.33,1268.65,4059.54,5606.31,5061.10,4267.12,1586.91,2428.21,5326.99,6650.72,5167.01,4550.35,5270.46,1996.87,1768.03,3814.02,2574.65,2106.50,626.76,772.08,2591.68,3004.21,2633.77,2054.71,3622.81,2856.72,4154.85,1874.96,25993.76,70710.68,6041.22,3335.26,12500.00,11452.72,14518.70,15103.05,10963.23,18208.93,24282.15,1443.46,1859.24,29361.01,4950.25,3866.34,9893.72,10635.89,9500.14,8582.50,8685.48,9905.36,11891.29,7823.97,1476.67,1504.14,3399.24,13391.79,16413.31,14097.10,19259.28,15314.10,14108.32,17744.34,13964.52,8473.36,5840.07,1602.43,1779.73,918.38,3087.95,3571.06,3246.34,2478.96,4054.47,2897.10,3216.12,3693.69,2949.45,4413.22,1941.55,1823.87,7340.25,7024.86,7201.89,6201.74,7572.28,6920.46,7856.74,7453.56,6201.74,10635.89,7069.65,1692.11,1352.27,1030.56,970.02,849.49,1186.84,866.79,1040.33,915.93,815.33,939.57,1033.23,976.08,1143.89;
1002.22,1030.62,894.91,1419.26,941.02,1115.30,992.88,814.30,1034.77,1180.28,1036.76,903.12,841.73,1915.05,6501.74,6428.24,5658.48,6558.54,5675.96,3927.16,5029.76,5645.48,5833.71,4654.44,4814.82,1158.44,1765.47,6277.52,12430.28,17149.86,33864.27,30316.95,38348.25,32686.02,48564.29,18405.25,23162.05,1307.26,3380.69,1591.36,7179.58,7548.08,6917.81,5820.25,7461.85,7572.28,7024.86,5614.79,5617.62,2861.49,3572.89,1703.68,2145.74,3902.20,3246.48,2216.91,3225.74,3184.65,3100.75,2381.01,2310.41,740.10,905.62,3563.98,2100.17,1482.80,27116.31,11726.62,11452.72,15811.39,11550.09,10952.70,10036.20,2198.40,2258.77,16629.75,10635.89,1688.38,2180.93,6462.52,7985.96,7437.05,8060.32,5439.28,6272.58,2017.01,3144.22,7437.05,7030.41,6453.90,1625.81,2840.82,10122.20,9352.74,11381.29,10185.01,13130.64,20480.80,5891.74,10000.00,8937.12,10000.00,6604.15,1337.60,1262.04,4332.29,5778.13,4991.52,4416.31,1602.27,2529.38,4872.54,6069.64,5234.53,4501.04,5778.13,2098.99,1758.99,3548.87,2705.51,1994.55,627.75,783.19,2581.23,3158.24,2644.58,2062.74,3496.42,2840.73,4085.48,1819.04,23782.58,55215.76,5975.29,3399.55,13440.08,14821.73,12346.62,14874.10,11081.05,18380.37,19611.61,1428.26,1764.66,23211.92,5102.04,3927.16,8781.40,8574.93,8991.87,7839.34,10793.32,10793.32,11605.96,6756.76,1501.67,1476.60,3218.25,13130.64,12339.10,15089.29,13699.92,13628.48,11624.76,14718.62,16760.04,7422.29,5305.36,1556.13,1820.12,930.92,2968.52,3756.75,3063.39,2439.63,4218.25,2999.12,3266.37,3629.29,3070.20,4363.53,1903.99,1847.20,7080.99,8108.94,7157.48,6176.14,7461.85,6920.46,7818.23,7632.03,5427.09,9284.77,6787.82,1713.74,1319.95,1013.28,946.79,839.67,1206.22,872.23,1012.60,911.96,819.23,929.68,1035.28,983.73,1142.79;
1014.58,1029.32,875.64,1402.00,946.20,1130.60,1012.84,825.68,1040.74,1210.37,1047.43,892.75,841.88,1915.05,5738.41,6637.82,5600.68,5758.17,5317.95,3864.72,5198.75,5768.12,5276.33,4212.25,4536.47,1185.61,1687.63,5783.54,14630.14,18738.29,46423.83,16932.14,48564.29,23162.05,55901.70,19007.15,33259.50,1283.66,3670.13,1530.99,6734.66,7965.66,7282.41,5378.52,8314.88,7352.94,7364.10,5881.95,6328.61,2902.08,3608.25,1652.48,2155.17,3736.34,3266.23,2211.22,3279.27,3479.61,3346.60,2460.70,2352.22,731.80,907.44,3565.61,2136.05,1476.46,21091.23,9062.49,14108.32,16466.62,11476.83,12555.05,9893.72,2218.30,2208.29,13867.50,8600.26,1714.26,2046.81,5802.98,8098.29,8492.89,8880.56,5558.99,6273.57,1963.16,3098.37,7239.54,7071.07,6868.03,1633.71,2748.08,11130.37,10253.31,11581.03,8463.64,13139.71,20761.37,5583.20,11180.34,8937.12,12249.90,7080.99,1316.88,1256.10,4367.19,5562.43,4798.39,4312.27,1601.38,2434.42,5267.54,5645.48,5517.54,4164.06,5562.43,2005.30,1752.71,3814.02,2575.13,2040.36,630.66,784.03,2582.88,2956.05,2605.79,2085.65,3787.88,2761.38,4109.42,1888.04,19374.61,60633.91,6076.81,3526.90,16760.04,11891.29,12500.00,15144.56,13130.64,16990.69,16103.92,1400.95,1772.54,23945.66,5075.68,3678.86,10097.41,9636.79,9190.18,9552.01,9524.24,9462.64,10979.07,7750.31,1507.31,1437.91,3170.40,12875.66,13391.79,14680.51,16466.62,14705.88,12547.14,16466.62,16004.61,8186.83,5646.92,1610.78,1860.16,921.45,3124.39,3666.57,3087.01,2478.71,3950.38,3124.39,3405.07,3705.03,3054.69,4416.31,1950.83,1815.58,7040.16,6596.10,7542.93,6063.39,6843.54,7139.94,8877.76,6568.72,5852.86,10240.40,7685.94,1694.61,1345.91,1024.04,946.77,852.76,1192.34,864.54,1027.70,904.69,811.13,931.70,1048.34,974.36,1148.38;
1003.60,1035.96,869.90,1380.55,937.94,1151.63,1006.02,824.65,1028.82,1174.47,1057.57,892.52,845.67,1989.49,6218.02,5728.61,5433.50,6596.10,5429.65,3988.40,5575.55,5715.87,5925.57,4248.59,4292.52,1174.40,1669.84,5693.59,15504.34,18208.93,31008.68,19259.28,45267.87,70710.68,111803.40,16343.01,29462.78,1274.17,3398.14,1558.82,7238.02,7402.74,8134.65,5640.45,7274.70,7441.99,7461.85,6149.92,6401.84,2783.54,3917.26,1698.76,2118.57,3809.81,3220.38,2245.75,3325.95,3386.43,3322.72,2418.88,2388.33,747.83,876.10,3556.76,2043.63,1458.97,21091.23,11759.01,12279.42,13469.31,9862.87,12724.66,9956.29,2300.46,2198.02,17925.87,10380.69,1707.01,2149.87,6609.92,9392.26,7744.73,8206.65,6268.64,6479.86,1985.60,3176.92,6676.76,7818.23,5899.11,1580.68,2764.67,9847.56,10105.65,12691.83,10101.53,13803.94,18505.83,5840.07,12021.18,10394.13,10380.69,7362.50,1306.32,1231.24,4048.88,5242.00,5114.84,4412.18,1556.72,2540.33,4865.16,5731.62,5768.12,4122.81,5583.20,2011.95,1806.74,3867.50,2823.01,2063.62,635.61,777.09,2485.07,2974.29,2751.99,2131.77,3674.88,2673.76,3747.66,1802.41,19230.77,33864.27,6373.69,3533.94,16054.03,12021.18,13094.57,11681.73,11624.76,19952.17,18505.83,1446.69,1746.76,24693.24,5368.59,3612.77,9038.77,9162.37,8532.37,8033.23,9712.86,10942.20,12279.42,7823.97,1443.99,1463.20,3276.31,12875.66,16990.69,16816.82,16520.47,14913.75,13469.31,12850.12,14041.40,7917.58,5768.12,1625.40,1891.74,939.49,2884.35,3622.81,3123.90,2462.61,4386.30,3086.54,3187.75,3738.22,3172.96,3972.51,2017.57,1757.17,7818.23,7324.48,7157.48,5945.64,7691.40,7139.94,8333.33,7584.47,5731.62,10480.54,7340.25,1779.10,1310.85,1013.60,970.02,840.74,1185.48,868.13,1030.26,899.52,811.95,919.59,1042.10,983.35,1127.17;
1024.50,1054.00,874.52,1417.51,936.53,1114.47,992.40,836.22,1039.27,1177.86,1038.07,898.30,832.84,1927.04,6116.69,6020.17,5743.71,5951.54,5600.68,3876.09,5788.96,5521.58,5141.27,4266.81,4197.98,1256.22,1693.64,6308.43,13058.79,22360.68,26880.17,17655.61,52704.63,50507.62,50000.00,17744.34,16835.88,1187.62,3320.67,1553.96,7548.08,8328.71,7981.89,6116.69,7818.23,7139.94,7691.40,5289.30,5550.08,2961.02,3562.35,1656.30,2032.25,3946.44,2993.53,2140.55,3204.86,3435.80,3224.13,2348.06,2290.54,732.51,906.20,3563.98,2109.69,1435.21,32009.22,11759.01,10828.70,12675.50,11259.43,11938.65,9369.15,2177.58,2167.94,15489.45,9038.77,1664.58,2089.55,5982.98,9527.70,8406.03,9159.29,5629.72,6319.50,2025.04,3027.58,7591.46,7250.18,6604.15,1585.30,2674.68,9757.14,9862.87,12141.07,9992.01,11778.57,15732.92,5726.36,9615.38,8377.67,11387.19,6063.39,1317.82,1250.71,4233.03,5830.53,4756.51,4008.86,1555.45,2515.01,4632.41,5792.84,5229.94,4182.38,5908.17,1973.68,1744.12,3570.52,2724.48,2027.07,633.12,787.90,2549.89,3195.69,2693.86,2040.66,3644.88,2808.28,3775.76,1909.57,20244.41,158113.89,7520.71,3566.70,14617.63,12492.20,15923.24,11778.57,13085.60,20797.26,18306.30,1447.41,1769.16,26880.17,5048.19,3687.25,10097.41,8685.48,10000.00,8991.87,10358.39,10122.20,12944.51,7720.68,1502.36,1519.41,3185.68,9615.38,14314.96,14008.29,13085.60,11130.37,10793.32,16004.61,13558.15,7572.28,5955.76,1631.65,1856.54,927.76,2885.12,3756.75,3148.45,2383.60,4125.33,3078.22,3220.78,3886.38,3079.04,4247.37,1988.48,1815.89,6963.28,7233.47,6833.31,5821.83,6576.67,6304.41,8377.67,6619.18,5811.60,10052.41,7507.14,1743.31,1330.83,1044.92,961.74,850.75,1209.31,869.27,1036.35,919.65,825.96,933.72,1041.30,970.59,1155.21;
1019.56,1033.42,892.71,1380.55,933.21,1121.84,1004.36,818.93,1026.00,1169.64,1061.22,896.28,841.26,1994.33,5723.36,5881.95,5228.23,5600.68,5308.35,3661.26,5100.98,5064.22,5614.79,4396.80,4358.22,1290.62,1703.52,6280.50,11351.91,20761.37,41380.30,12021.18,28216.63,125000.00,65653.22,2058.43,2013.74,364.78,661.37,1555.15,7646.30,8377.67,7410.86,5901.58,7156.01,6833.31,7461.85,5878.69,6013.20,2850.87,3907.92,1345.79,2118.57,3876.09,3266.23,2224.62,3353.82,3439.21,3395.00,2387.57,2291.51,735.14,886.48,2174.45,1399.53,1429.48,22587.70,11381.29,10266.27,14291.55,12547.14,10674.60,9187.08,2216.91,2158.66,7808.69,9408.87,1665.04,2162.17,5821.83,8143.28,9237.11,9893.72,5758.17,6319.50,2048.77,3271.40,5000.00,7185.51,5986.41,1582.37,2674.68,11605.96,8784.11,10522.24,7575.76,16760.04,21884.41,6126.79,18582.35,8500.25,11752.51,7410.86,1302.28,1232.54,4332.94,5693.59,4958.03,4057.67,1576.90,2403.12,3375.61,6874.52,5899.11,4560.56,5778.13,2013.77,1687.00,3626.24,2743.03,2075.53,628.24,773.83,1552.68,2803.42,2770.26,2125.29,3446.23,2687.55,3799.67,1868.33,15732.92,60633.91,6479.86,3359.72,10197.71,9629.64,14142.13,12077.15,12126.78,15923.24,25993.76,1518.29,1721.03,20690.15,5743.71,3875.85,9555.50,9442.37,10635.89,10101.53,8664.59,10679.47,14617.63,6932.42,1424.45,1411.90,3368.55,12749.46,12996.88,16520.47,16816.82,12996.88,10151.37,17948.95,14097.10,7752.17,5686.96,1619.34,1934.88,937.88,1875.28,3467.38,3212.40,2475.79,4149.13,3078.22,3181.17,3893.67,3130.88,4159.45,1876.57,1844.30,4909.99,6529.40,7326.06,5941.44,7461.85,6833.31,7797.29,6878.42,6005.38,9527.70,6297.41,1669.75,952.69,775.11,953.64,847.92,1211.71,877.86,1021.08,925.83,827.47,923.53,1036.98,998.99,1140.56;
915.53,1063.95,878.02,1413.13,943.32,1145.56,1006.52,826.22,1043.98,1182.08,1057.17,906.17,827.97,2162.70,2169.98,2647.47,2187.77,2561.91,2187.77,1793.56,2190.54,2439.69,2310.02,2001.57,2043.66,926.53,1061.99,3159.75,2283.99,3035.60,2811.92,1841.32,3408.39,3803.41,3186.85,2129.61,1945.86,362.08,660.09,1547.46,7542.93,7437.05,7201.89,5333.66,6878.42,7035.97,7812.50,5814.74,6168.61,2846.61,3799.23,1359.82,2024.14,3652.46,3245.66,2216.91,3267.35,3373.30,3256.24,2333.85,2374.07,745.96,932.03,2086.52,1361.55,1488.50,44194.17,9587.06,11911.52,12126.78,12422.60,13391.79,9405.54,2324.70,2274.14,8213.29,9284.77,1730.59,2063.62,6695.89,9015.23,7750.31,8855.45,6568.72,6427.18,2122.42,3184.65,4567.02,8380.02,6995.92,1570.22,2678.36,10979.07,10621.48,10942.20,7684.13,14314.96,20654.81,5201.00,12996.88,7598.47,9956.29,6428.24,1304.55,1227.16,4092.04,5512.84,5248.35,3874.92,1611.26,2394.90,3469.21,6995.92,5163.15,4138.03,5240.27,2066.05,1775.66,3688.25,2643.91,2088.23,641.34,788.33,1570.34,2965.08,2726.91,2049.11,3622.81,2822.65,3868.42,1882.52,20549.87,158113.89,6669.63,3721.61,10394.13,10101.53,15314.10,13558.15,13469.31,15089.29,23945.66,1466.38,1767.41,15670.98,6095.75,3952.35,9636.79,9654.74,9237.11,10358.39,10979.07,10718.66,11452.72,7802.98,1440.92,1483.52,3271.40,12021.18,9893.72,17677.67,15504.34,14630.14,13085.60,12782.75,15670.98,7691.40,5288.71,1656.68,1944.33,975.48,1865.20,3786.14,3071.59,2494.39,4452.59,2964.03,3373.30,3846.15,3105.53,4438.88,1948.34,1870.63,5132.59,6411.31,6116.69,5118.05,7245.62,6391.37,8738.37,6753.06,5812.38,9640.37,7065.42,1688.26,937.60,776.97,973.58,847.07,1221.79,880.88,1025.83,917.18,819.64,943.93,1054.48,970.93,1188.29;
916.22,1041.55,879.93,1432.05,957.91,1127.06,1014.11,832.04,1034.14,1218.41,1058.77,919.29,840.60,2352.84,2154.45,2563.73,2187.77,2550.22,2200.02,1784.51,2169.00,2415.43,2200.02,1973.65,1915.02,903.00,1031.45,3145.46,2380.36,3118.55,2870.53,1787.68,3139.75,3691.47,3074.38,2138.67,1934.30,355.89,636.48,1600.03,7437.05,8600.26,7035.97,5788.96,8047.78,7797.29,7619.61,5951.54,6095.75,2854.77,3779.00,1388.16,2057.18,3651.09,3105.53,2182.84,3164.30,3435.80,3299.05,2424.27,2345.53,728.12,884.26,2168.71,1354.77,1429.48,22774.38,10336.23,11581.03,12162.61,12749.46,12996.88,9202.63,2275.64,2145.27,8880.56,10197.71,1731.42,2141.76,6537.20,9555.50,8500.25,9513.89,6009.72,6814.24,2037.44,3333.33,5199.31,8066.61,6743.22,1527.32,2769.16,11476.83,10036.20,14008.29,7752.17,17170.07,20244.41,5158.20,12782.75,7058.37,11387.19,6619.18,1241.46,1252.78,4124.21,5778.13,5307.75,4097.53,1484.92,2386.59,3494.37,6932.42,5632.57,4296.32,5499.49,2031.92,1754.12,3526.90,2803.16,2120.78,611.22,763.74,1534.78,2790.55,2730.24,2058.26,3816.68,2808.81,4095.33,1903.99,17744.34,55901.70,6401.84,3534.83,13628.48,9300.82,11556.25,14291.55,10448.46,15971.91,23570.23,1425.10,1695.76,14874.10,5728.61,3525.50,8041.54,8922.88,9469.43,10380.69,9928.77,9153.15,12162.61,6304.41,1422.28,1424.39,3423.37,10979.07,8682.86,25000.00,14233.52,12126.78,10540.93,15144.56,13353.53,6410.26,5566.56,1631.36,1979.89,942.69,1945.75,3746.61,3121.83,2593.70,4092.04,3242.38,3224.13,3995.78,3369.62,4632.41,1760.11,1860.16,4622.50,5429.01,6927.09,5414.35,7245.62,6242.20,7808.69,6588.08,5716.62,8991.87,6767.89,1514.40,877.17,750.40,921.36,818.69,1156.31,841.98,974.80,884.29,794.86,897.00,1008.11,938.89,1117.45;
