PHANTOM 3 
baseline
497.87,943.64,734.88,59.91,510.74,631.52,848.38,637.96,1017.55,744.81,433.34,688.03,1103.29,956.98,454.20,408.59,1035.36,1228.23,937.40,684.13,438.14,780.73,696.28,830.23,408.34,606.95,805.76,1517.70,1001.24,837.56,440.39,1070.52,1118.33,1162.91,480.42,782.23,975.54,1153.61,731.56,76.81,
buco piccolo 2.6 cm 
484.10,916.67,724.50,70.05,487.35,675.71,809.78,486.98,1016.96,715.71,431.31,665.33,916.09,873.80,457.29,645.61,1058.56,1025.83,814.86,681.78,440.62,713.95,688.70,809.95,409.86,594.06,780.93,1308.65,1030.44,755.39,431.78,1120.57,903.12,1068.27,449.82,783.78,901.19,1196.68,709.47,84.65,
4.2cm
492.60,766.37,669.60,78.04,474.93,721.81,780.14,680.22,982.58,675.31,446.50,573.54,827.55,804.80,481.07,1477.74,900.18,948.80,788.95,675.31,429.94,645.48,620.78,763.41,434.09,591.07,785.13,1355.58,892.41,735.52,481.07,1017.55,804.64,805.82,449.05,731.15,745.22,870.12,676.63,92.81,
507.51,711.84,653.48,87.91,491.84,650.81,769.99,298.41,948.89,679.29,477.30,171.41,969.54,843.09,495.62,129.10,911.04,895.19,767.64,704.85,437.01,610.18,615.04,815.02,453.93,581.73,783.99,1198.32,1033.75,729.83,488.48,1048.82,859.87,842.22,456.55,759.08,827.55,898.95,654.11,108.63,
6cm
474.78,636.25,563.50,95.55,471.70,679.50,742.99,345.23,832.35,644.41,483.16,259.03,699.17,674.84,459.60,177.93,657.04,702.30,676.53,688.34,393.60,519.96,518.94,691.92,446.42,573.62,716.48,979.34,770.83,703.70,486.93,803.70,664.84,693.96,419.61,701.91,709.41,684.93,607.05,115.31,
7.5cm
441.27,539.99,416.71,115.88,438.23,599.25,559.02,250.85,650.54,562.31,453.80,200.53,571.28,584.22,449.46,143.92,568.14,606.19,554.03,615.69,381.63,433.41,408.67,561.50,416.59,524.78,584.85,764.91,647.67,626.69,431.80,641.78,596.49,574.24,389.69,607.01,579.86,620.07,478.02,118.87,

9cm
394.55,439.27,344.20,140.34,385.20,540.66,448.00,276.84,509.50,493.32,400.69,187.59,459.34,458.41,409.37,138.01,500.63,486.60,463.15,577.32,347.79,363.90,314.52,445.92,370.27,475.11,450.89,606.48,533.70,552.97,367.27,518.98,473.28,502.67,353.73,516.14,475.74,499.02,383.04,123.72,
10.5
319.68,364.91,262.75,555.87,310.24,569.00,425.04,116.57,447.82,455.76,331.49,137.36,395.14,381.96,327.29,1518.82,415.45,420.81,359.82,563.77,290.88,296.58,256.73,388.22,315.96,411.75,374.25,558.86,447.76,524.57,295.14,491.02,378.19,433.49,298.88,483.75,388.44,444.66,313.57,268.75,
334.06,356.58,265.74,444.44,305.66,504.37,404.48,196.89,443.72,433.91,345.95,869.74,420.42,410.46,345.50,264.70,416.34,406.13,352.86,507.97,290.04,302.78,254.41,379.76,338.17,401.31,364.13,539.09,481.26,506.63,302.95,457.94,402.69,414.14,295.39,454.49,400.92,411.64,305.14,267.67,

calibrazione diversa 0-5, 1-4
1556.21,3339.88,2675.98,1246.62,1735.98,2381.74,3060.32,1146.36,4051.58,2270.41,1583.57,2485.68,4554.22,3643.35,1526.80,1928.44,4040.57,5151.00,3240.77,2401.96,1491.43,2626.97,2739.80,3176.79,1519.97,2174.63,3348.17,5774.93,4450.00,3129.78,1716.31,4349.07,3982.14,4383.68,1618.59,2574.45,3399.61,4948.17,2924.95,1611.86,
1558.32,3117.77,2389.94,1266.68,1715.05,2417.47,3073.65,2136.37,3597.61,2359.79,1617.65,2280.17,3715.10,3319.31,1558.93,2089.81,4115.74,4210.13,3043.95,2377.42,1458.54,2475.39,2565.04,3147.30,1555.38,2191.26,3300.55,5228.02,4147.01,3065.01,1696.64,4401.69,3630.31,3790.10,1562.81,2280.42,3374.72,4180.80,2636.40,1616.20,
1580.80,2950.72,2109.99,1691.64,1662.12,2513.38,2580.30,2695.73,3353.73,2333.02,1653.04,2443.33,3039.10,2697.72,1610.66,1902.11,3601.34,3722.86,2815.80,2441.45,1532.14,2173.40,2241.57,2573.40,1582.87,2037.96,3001.85,4922.63,3785.42,3009.46,1724.02,3556.05,3117.86,3779.42,1593.94,2340.41,3013.50,3816.36,2298.34,1386.76,
1516.62,2409.21,1842.10,1354.05,1622.47,2511.28,2189.73,2178.73,2691.94,2178.73,1572.33,2457.38,2616.16,2474.83,1603.39,1953.24,2906.26,2755.51,2632.46,2389.94,1454.34,1850.96,1727.70,2205.29,1474.20,1993.31,2619.31,3634.89,2915.06,2868.89,1629.78,2904.97,2451.18,2956.27,1549.86,2239.45,2473.85,3075.26,1970.85,1511.77,
1494.04,2018.84,1481.97,1511.70,1499.25,2425.87,1987.34,1920.95,2325.86,2007.36,1472.08,575.53,2187.96,2024.85,1523.92,1633.35,2328.19,2150.47,2042.88,2202.12,1379.29,1542.25,1446.85,1916.88,1424.01,1871.16,2071.26,2738.72,2224.15,2609.29,1537.93,2320.80,1967.16,2405.73,1407.07,2119.99,1958.36,2267.82,1623.04,1334.58,
1357.00,1687.23,1098.34,4277.67,1300.12,2187.28,1645.41,1151.75,1796.00,1728.32,1360.92,2552.15,1686.41,1668.59,1407.90,2001.85,1861.11,1770.03,1576.75,2073.50,1188.38,1206.76,1090.57,1557.70,1287.84,1620.16,1522.92,2212.06,1866.70,2108.84,1322.38,1916.88,1696.41,1862.68,1213.66,1831.28,1589.08,1877.10,1216.28,1352.53,
1153.72,1248.00,888.99,6112.54,1053.83,1772.22,1344.34,613.37,1496.57,1427.41,1138.98,1152.99,1394.72,1358.38,1180.94,1702.05,1477.53,1407.51,1293.77,1794.86,1043.48,993.08,898.38,1252.04,1149.90,1411.69,1296.97,1870.13,1654.32,1871.16,1048.30,1589.76,1357.02,1595.05,1049.33,1518.25,1341.23,1509.23,1059.33,1355.87,

calibrazione 0-5, 1-2
1021.97,1981.70,1640.94,1183.44,837.17,1346.66,1711.64,216.75,2190.25,1528.77,1000.45,1483.16,2551.91,2074.38,1085.20,967.16,2523.72,2698.47,1997.12,1274.09,966.39,1453.39,1556.68,1870.49,939.77,1155.88,1812.61,3031.05,2595.88,1990.14,837.16,2386.57,2500.50,2498.12,995.57,1626.91,2211.32,2634.11,1546.54,1133.78,
967.86,1837.51,1511.38,884.90,915.75,1414.38,1783.98,2206.96,2221.79,1460.16,1018.72,1418.24,2277.31,2035.64,1008.72,948.47,2400.49,2458.19,1925.06,1359.12,898.40,1435.38,1517.62,1799.32,981.64,1202.98,1867.50,3361.39,2419.48,1936.12,905.41,2291.23,2313.49,2213.55,970.84,1524.49,2016.73,2282.42,1449.10,1361.11,
1000.88,1819.44,1368.24,1308.82,913.25,1514.52,1686.83,10077.01,2005.62,1453.03,1006.11,2413.15,1728.52,1752.39,1015.80,1016.32,1968.20,2183.29,1689.59,1406.49,880.65,1321.99,1407.94,1661.86,954.41,1223.73,1671.18,2951.48,2096.13,1968.20,944.43,2141.86,1911.11,2043.56,957.12,1473.40,1602.81,2085.95,1290.61,916.39,
922.12,1485.27,1087.36,1011.40,958.42,1361.84,1406.49,3828.77,1712.59,1331.75,968.92,2203.10,1467.66,1402.83,951.49,852.89,1617.67,1607.57,1420.11,1322.93,865.95,1095.87,1099.86,1323.24,928.91,1249.09,1494.45,2332.87,1778.74,1740.19,977.19,1758.66,1463.50,1755.10,913.64,1305.63,1341.34,1733.78,1100.52,1093.32,
907.82,1220.90,889.51,1040.37,868.20,1361.56,1123.20,1679.80,1308.26,1223.30,913.83,1297.53,1247.59,1182.67,905.74,1023.80,1453.03,1305.45,1267.80,1334.43,825.43,910.36,843.52,1157.55,876.72,1131.49,1267.95,1672.65,1429.23,1540.66,928.14,1309.41,1242.39,1472.00,867.02,1204.04,1145.62,1331.56,989.24,964.03,
783.05,1002.80,661.16,1347.98,797.71,1222.79,940.99,1607.68,1076.27,980.18,781.11,1119.47,977.88,967.40,786.50,1072.04,1091.25,1074.19,985.26,1165.74,742.27,753.06,656.17,935.67,762.49,1029.73,963.75,1295.88,1164.37,1376.32,750.33,1127.76,998.59,1179.96,737.17,1082.12,959.64,1117.24,775.07,805.22,
705.97,781.43,543.61,3233.89,634.61,1109.50,750.33,1273.26,860.79,839.03,688.58,1420.83,829.75,783.67,692.28,1122.08,893.52,854.91,753.26,1103.04,604.39,589.97,535.64,743.60,675.35,855.94,764.75,1123.95,984.87,1101.49,628.15,934.18,816.91,907.88,619.03,896.42,777.72,858.75,612.32,647.25,



frequency sweep calibrazione 0-5 1-2
ADJACENT PROTOCOL: 'a' 
OPPOSITE PROTOCOL: 'b' 
AD5933 Test Started!
Calibrated!
1005.83,922.00,980.50,1082.54,1187.23,1231.97,1317.37,1307.88,1376.11,1461.78;
2228.52,1845.64,2051.14,2615.96,2652.85,2898.20,3080.90,2949.13,2830.25,2630.94;
1833.18,1622.67,1769.29,2083.42,2221.25,2304.67,2329.23,2364.54,2401.84,2367.56;
803.02,940.50,923.35,949.64,834.95,763.13,710.97,655.19,627.60,613.26;
1030.57,941.64,1030.62,1171.26,1250.73,1321.68,1363.38,1373.67,1459.49,1530.05;
1652.08,1529.87,1658.13,1822.25,1500.09,2185.50,2245.66,2406.49,2277.91,2745.21;
2041.50,1898.43,1992.83,2299.47,2617.91,2838.70,3003.21,3172.04,3569.32,4391.90;
730.82,2624.77,2918.92,1467.34,1369.78,1419.22,1251.84,1129.37,1042.43,978.68;
2767.53,2314.66,2849.33,3564.86,3750.52,4098.68,4165.88,3981.06,4003.42,4023.26;
1678.07,1456.00,1688.94,1934.97,2191.12,2241.55,2377.51,2406.49,2657.80,2998.76;
999.42,905.99,988.67,1115.17,1126.21,1152.98,1169.91,1227.91,1272.85,1367.00;
804.91,1770.01,2665.98,3607.76,2376.66,1836.99,1539.11,1277.96,1160.76,1076.22;
2871.70,2529.75,2634.41,2915.51,3351.95,3315.77,3292.90,3329.74,3536.50,3231.78;
2465.40,2304.29,2327.86,2684.36,2715.24,2980.50,3157.85,3378.59,3409.59,3317.01;
1042.21,953.69,1029.16,1096.01,1152.02,1225.87,1275.46,1309.37,1405.81,1506.41;
560.09,1335.88,951.90,899.78,843.59,794.91,737.89,692.42,670.19,648.78;
2767.32,2501.96,2844.88,3075.51,3318.03,3498.20,3259.39,3097.90,3232.72,3044.84;
3337.31,3064.75,3423.37,4307.77,4259.52,4353.81,4079.57,4121.00,3992.29,3593.07;
2266.54,2102.61,2421.10,2781.19,2907.85,2799.37,2879.74,3072.46,2805.88,2908.14;
1591.49,1481.87,1639.13,1682.18,1894.59,1940.73,1997.20,2171.81,2258.49,2472.02;
921.49,855.30,956.80,1040.11,1090.73,1117.63,1177.25,1228.06,1287.31,1378.46;
1755.83,1542.98,1822.00,2122.37,2146.50,2249.71,2327.41,2456.15,2649.33,2972.46;
1873.91,1650.34,1943.25,2380.09,2346.43,2400.64,2481.20,2684.38,2945.12,3142.70;
2098.04,1842.49,2240.07,2587.11,2543.51,2663.71,2731.96,2907.92,3387.36,3859.08;
961.86,876.25,981.67,1060.88,1111.74,1136.66,1196.22,1242.23,1369.53,1470.13;
1277.55,1189.07,1326.89,1421.00,1516.24,1552.72,1652.59,1739.39,1812.17,1962.05;
2223.17,1926.65,2274.66,2842.00,2773.03,2870.12,2856.83,2956.65,3113.67,3303.10;
4356.93,3161.02,4022.95,4872.21,5242.90,5686.49,5187.85,5210.28,5291.23,4918.99;
2872.62,2634.66,3157.12,3877.79,3486.21,3651.09,3972.24,4136.40,3948.67,3767.90;
2056.19,1847.97,2047.90,2207.80,2397.88,2536.00,2827.92,3150.72,3456.46,3715.67;
1098.33,993.82,1088.67,1227.17,1268.36,1332.58,1370.87,1455.81,1540.11,1670.57;
2985.76,2428.47,3003.74,3983.73,4030.07,4304.14,4715.16,4886.03,5676.77,6935.09;
2669.85,2634.29,2904.64,3343.38,4050.17,4304.14,5090.24,5148.21,5795.12,6053.92;
2760.15,2287.77,2754.60,3536.71,3771.02,4540.58,4903.04,5830.69,6510.64,7846.67;
988.58,940.91,991.46,1082.79,1146.57,1167.86,1188.38,1222.67,1301.84,1416.47;
1677.29,1448.86,1547.21,1687.94,1909.71,2061.78,2163.35,2144.41,2472.43,2777.68;
2266.54,1944.97,2130.74,2468.23,2828.76,3087.32,3364.18,3825.05,3962.14,3945.13;
3059.74,2711.30,2797.91,3167.61,4316.78,4857.56,5951.18,6378.11,5885.35,5845.84;
1743.15,1576.43,1631.12,1745.40,1962.25,2115.16,2244.85,2357.58,2638.38,3073.38;
789.97,808.93,782.39,1108.78,1472.55,1689.94,2047.69,2649.28,3020.22,2910.03;
END!
1010.81,925.10,978.88,1143.53,1177.94,1237.69,1287.61,1332.14,1391.61,1449.14;
2162.58,1940.23,2102.95,2658.85,2764.09,2980.50,3172.68,2927.85,2869.57,2940.09;
1831.45,1673.33,1828.16,2218.94,2235.93,2309.09,2389.56,2485.86,2562.43,2598.65;
861.18,1532.38,1482.37,1269.31,1135.59,1026.13,912.87,829.19,794.13,751.07;
1034.74,971.32,1034.78,1203.56,1239.40,1301.82,1347.83,1392.31,1490.78,1536.54;
1676.42,1499.83,1694.54,2061.04,1976.70,2049.26,2203.69,2309.06,2582.00,2922.71;
2042.41,1824.83,2033.40,2581.91,2703.12,2896.67,3110.79,3425.62,3486.71,4640.33;
730.82,2127.27,35568.64,1731.30,1978.50,1958.62,1734.42,1506.94,1307.33,1185.75;
2767.32,2593.59,2631.24,3192.97,4259.52,4111.14,4184.20,4088.21,4208.82,4531.07;
1677.29,1547.37,1650.32,1842.19,2078.90,2168.32,2334.25,2377.54,2540.44,2965.32;
1006.86,956.31,1000.36,1148.82,1142.58,1192.53,1215.30,1215.68,1285.54,1347.40;
832.51,1774.64,1716.64,1392.19,1228.65,1061.01,952.41,850.17,811.69,766.35;
2764.24,2467.32,2622.85,3174.39,3279.73,3252.31,3168.95,2833.73,2957.66,2725.84;
2491.41,2124.61,2401.23,2928.77,3062.93,3173.77,3247.31,3246.15,3153.88,3447.82;
1049.53,968.57,1042.58,1184.82,1241.71,1283.84,1277.59,1302.85,1282.45,1413.21;
571.44,1234.18,949.84,930.96,850.85,784.12,739.91,689.07,674.63,651.27;
2733.98,2502.28,2873.95,3428.99,3409.79,3326.32,3253.80,3271.07,3257.13,3061.57;
3336.95,2800.88,3458.31,3560.46,4092.52,4383.09,4240.66,3849.26,3795.06,3513.57;
2244.15,2116.29,2402.57,2781.38,2887.57,2852.40,2865.46,2851.11,2835.00,2948.58;
1615.06,1464.18,1613.95,1864.74,1883.95,1943.11,1983.73,2077.62,2182.16,2437.85;
929.38,880.31,956.80,1071.32,1090.73,1132.40,1160.46,1217.54,1290.74,1374.44;
1743.15,1539.18,1798.90,2070.17,2173.14,2237.20,2426.34,2497.14,2691.12,3004.52;
1859.14,1672.52,1959.80,2362.49,2326.31,2356.65,2529.69,2604.82,2844.58,3202.27;
2079.81,1916.38,2243.11,2429.35,2550.03,2630.97,2650.83,2845.63,3255.32,3563.40;
970.41,890.87,992.80,1111.15,1123.57,1164.15,1202.09,1251.69,1360.12,1508.98;
1291.40,1169.54,1337.83,1475.04,1481.47,1606.64,1672.04,1717.96,1865.73,1998.58;
2202.34,2035.70,2277.39,2527.00,2673.85,2898.20,2853.48,3119.26,3151.15,3268.64;
4278.79,3552.03,3961.63,5439.30,5023.62,4967.50,5287.32,5320.74,5206.82,4543.81;
2907.30,2491.10,3152.27,3751.97,3521.30,3688.02,3754.78,3737.81,3894.04,3526.95;
2016.52,1875.80,2062.55,2230.74,2469.43,2602.09,2769.39,2850.47,3039.61,3243.92;
1099.10,998.62,1100.23,1227.17,1274.92,1341.84,1387.09,1401.33,1572.86,1630.61;
2984.98,2710.68,3060.71,3841.13,3881.98,4327.30,4567.77,5085.91,5011.76,6113.39;
2734.18,2666.40,2934.14,3487.97,4050.17,4490.83,5341.30,5375.13,5631.11,6202.93;
2757.50,2249.88,2709.39,3463.79,4098.06,4497.37,4976.74,5567.66,6269.85,8147.15;
979.76,905.63,989.99,1093.18,1133.30,1164.12,1193.52,1221.62,1339.55,1443.04;
1686.81,1462.64,1579.73,1836.07,1912.52,2009.82,2121.36,2110.01,2366.42,2552.64;
2263.83,1935.15,2189.81,2752.67,2830.59,3008.80,3413.52,3676.04,3644.10,3558.78;
3180.88,2741.46,2944.91,3584.28,4362.94,5111.52,5906.21,5316.62,4982.41,4498.14;
1726.27,1601.13,1642.24,1973.09,1970.22,2046.79,2254.78,2334.27,2604.95,2879.64;
934.44,1045.47,1136.71,2448.23,3333.86,5935.42,6990.08,5134.58,3264.98,2395.52;
END!
1006.86,937.86,988.12,1152.69,1192.50,1234.63,1273.56,1335.71,1394.24,1496.17;
2180.27,1908.98,2104.03,2623.77,2665.50,2978.84,3254.73,2973.76,2890.80,2936.42;
1821.63,1627.87,1797.10,2136.23,2152.19,2379.97,2301.44,2368.77,2540.44,2702.67;
843.07,2338.45,1413.26,1281.53,1134.97,1002.45,898.67,827.07,791.45,749.56;
1039.97,958.14,1032.83,1169.16,1249.26,1324.41,1365.98,1407.59,1477.79,1563.57;
1665.78,1470.41,1635.32,1764.94,1862.79,1946.55,2104.65,2250.31,2418.79,2809.64;
